"party","C"
"principfasta","1.0"
"utanför","16.0"
"miljönytta","3.0"
"frågan","56.0"
"upprustning","1.0"
"privatbostadsuthyrning","1.0"
"energidepartementet","1.0"
"svårt","9.0"
"djurskyddstillsynen","2.0"
"inspektören","1.0"
"medverkar","1.0"
"gustav","1.0"
"fårbesättningar","1.0"
"medverkat","1.0"
"banklån","2.0"
"norrmejerier","1.0"
"förlagts","1.0"
"planarbete","2.0"
"territoriet","3.0"
"besöksnäringen","2.0"
"återkommer","2.0"
"hjärtligt","1.0"
"tvista","1.0"
"samhällsfråga","1.0"
"alternativen","3.0"
"miljööverdomstolen","1.0"
"avisera","1.0"
"persontrafik","1.0"
"mellansverige","1.0"
"branden","1.0"
"ringa","1.0"
"sända","1.0"
"tågcentralen","1.0"
"drastiskt","1.0"
"uppmana","1.0"
"fördyring","2.0"
"luleå","1.0"
"ögonblick","1.0"
"uppskov","4.0"
"regionala","13.0"
"åkrarna","1.0"
"rekrytera","1.0"
"släppa","2.0"
"lastbilarna","4.0"
"handen","4.0"
"regionalt","1.0"
"differentiering","1.0"
"nästa","10.0"
"välja","2.0"
"nettoutflyttning","1.0"
"utvecklingsprojekt?","1.0"
"regi","2.0"
"förslag","29.0"
"vice","2.0"
"gällt","2.0"
"anförande","6.0"
"utomnordiska","1.0"
"ledningsalternativ","1.0"
"besprutning","1.0"
"dagbladet","1.0"
"nytta","3.0"
"gälla","4.0"
"släppt","2.0"
"hushåll","4.0"
"röda","1.0"
"senare","10.0"
"samhällsinformation","1.0"
"igång","1.0"
"självklart","5.0"
"föredrar","1.0"
"bidra","5.0"
"försvinner","4.0"
"nacken","1.0"
"förfoga","1.0"
"myndighetschefer","2.0"
"35 procent","1.0"
"alkohol","6.0"
"organisation","2.0"
"bärighet","2.0"
"ekonomiskt","1.0"
"skåne","1.0"
"inställning","5.0"
"försvarsanläggningar","2.0"
"semantiken","1.0"
"målen","1.0"
"regelverk","10.0"
"konkretisera","2.0"
"deklarerat","1.0"
"deklarerar","2.0"
"över","67.0"
"ekonomiska","6.0"
"att","1840.0"
"tillsammans","11.0"
"fjärrvärme","1.0"
"negativt","3.0"
"senast","2.0"
"namn","3.0"
"tillväxtorterna","1.0"
"huvudstad","1.0"
"statistik","3.0"
"motiven","1.0"
"förklaring","2.0"
"privat","5.0"
"åtta","11.0"
"myggor","1.0"
"etablering","2.0"
"partiet","1.0"
"besked","12.0"
"fredags","2.0"
"gränsvärde","1.0"
"skriftliga","3.0"
"tillgänglighetsfrågorna","1.0"
"kaplans","3.0"
"skett","6.0"
"perspektiv?","1.0"
"alla","60.0"
"utjämna","1.0"
"samhällsekonomiskt","3.0"
"befinna","2.0"
"möjligen","1.0"
"utlovar","1.0"
"systemet","8.0"
"utlovas","1.0"
"helgen","1.0"
"fråga:","2.0"
"världsledande","1.0"
"strandskyddslagen","1.0"
"helger","1.0"
"allt","37.0"
"alls","3.0"
"harva","1.0"
"älgstammen","2.0"
"timret","1.0"
"handelsgödsel","3.0"
"medverka","1.0"
"bostadsministern","3.0"
"hundar","2.0"
"enklare","1.0"
"leverantörerna","1.0"
"skriver:","1.0"
"målas","1.0"
"3g/4g","1.0"
"skatteintäkter","1.0"
"vägslitageskatten","2.0"
"konstigt","1.0"
"samhällsekonomiska","4.0"
"instruktion","2.0"
"700-megahertzbandet","1.0"
"osäker","2.0"
"flera","13.0"
"kring","12.0"
"intresset","1.0"
"(adsl)","1.0"
"välta","1.0"
"bullerregler","1.0"
"konstaterade","3.0"
"broar","1.0"
"rent","7.0"
"vänder","2.0"
"2 300","1.0"
"bord","8.0"
"får","84.0"
"rena","1.0"
"rovdjurspolitiken?","1.0"
"intressen","3.0"
"arbetsgivaravgifter","2.0"
"generation","1.0"
"staden","2.0"
"torsdagen","1.0"
"fotbollslaget","1.0"
"igen:","2.0"
"sjätte","2.0"
"sorterat","2.0"
"utlandet","1.0"
"förekomsten","2.0"
"ålagda","1.0"
"lodjur","1.0"
"hyra","5.0"
"bildats","1.0"
"instanser","1.0"
"irland","1.0"
"vattendrag","7.0"
"tvärtom","1.0"
"motverka","1.0"
"icke-nordiska","1.0"
"kontrollmyndigheterna","1.0"
"där:","1.0"
"inbjudan","1.0"
"sandstränder","1.0"
"utveckla","22.0"
"där?","1.0"
"beslutsprocess","1.0"
"författningar","1.0"
"rätta","5.0"
"stockholm","16.0"
"antagna","2.0"
"studentbostaden","1.0"
"vill","134.0"
"undantag","7.0"
"betydelsefulla","1.0"
"- - -","4.0"
"bohlins","2.0"
"insatstider","1.0"
"prioriterade","1.0"
"flexibelt","2.0"
"arbetskraft?","2.0"
"beröras","1.0"
"parter","1.0"
"inledningsvis","3.0"
"försämrad","1.0"
"kilo","5.0"
"initierat","1.0"
"kväve","5.0"
"lokal","6.0"
"bredbandsstrategi","1.0"
"ku-anmälan","1.0"
"miljöeffekt","1.0"
"nato","1.0"
"fastighetsägare","1.0"
"avstånd","8.0"
"bort","10.0"
"debatt","5.0"
"igenom","8.0"
"direktiv","4.0"
"ålem","1.0"
"körning","1.0"
"framgångsrik","3.0"
"fördröjda","1.0"
"välkomnar","6.0"
"målet","1.0"
"vikt","3.0"
"sänka","2.0"
"utbyggnad","3.0"
"måndags","1.0"
"specialerbjudanden","1.0"
"efteråt","1.0"
"skolorna","1.0"
"hederligt","1.0"
"gynnar","4.0"
"trafikera?","1.0"
"9,2","1.0"
"beslutat","1.0"
"beslutar","1.0"
"beslutas","1.0"
"producenter","2.0"
"tjälskador","1.0"
"välkomna","1.0"
"protokoll","1.0"
"a-lägen","1.0"
"säkert","8.0"
"dagsläget","3.0"
"sammanvägt","1.0"
"monteringen","1.0"
"trenden","1.0"
"bonde","1.0"
"tillväxt-","1.0"
"vind","1.0"
"syfta","1.0"
"vågar","7.0"
"försämras","2.0"
"förädla","1.0"
"gång","14.0"
"servicenivån","1.0"
"malmö","1.0"
"sa:","3.0"
"kommuns","1.0"
"besprutar","1.0"
"vägtransporter","1.0"
"kilometerskatten","7.0"
"tillämpningsproblematiken","2.0"
"träda","2.0"
"genomförandetidens","1.0"
"syfte","7.0"
"största","8.0"
"nyanländ","1.0"
"bekräftade","1.0"
"inkomster","2.0"
"landsbygdsprogram","1.0"
"kommersiella","2.0"
"konsument","1.0"
"görs","7.0"
"utvecklingspotential","1.0"
"början","5.0"
"röra","3.0"
"adsl-nätet","1.0"
"icke","1.0"
"rett","1.0"
"börjar","8.0"
"tillgänglighet","2.0"
"symbolmässiga","1.0"
"lagens","2.0"
"säker:","1.0"
"föregångare","1.0"
"färgelanda","1.0"
"vardagen","1.0"
"går:","1.0"
"forskning","4.0"
"kommersiellt","1.0"
"reta","1.0"
"respekt","3.0"
"jobbpeng","1.0"
"sak","10.0"
"förvaltning","2.0"
"likaså","1.0"
"förbuden","1.0"
"vidareförsäljningen","1.0"
"kanadensiska","1.0"
"åkeriförbundet","2.0"
"förbudet","1.0"
"världsklass","1.0"
"verksamhetsområdet","1.0"
"djurägarna","1.0"
"göra","72.0"
"krav","8.0"
"gett","6.0"
"klippkust","1.0"
"slutligen","3.0"
"åkesson","7.0"
"östergötland","2.0"
"själen","1.0"
"perspektiv","8.0"
"baylan","1.0"
"symbolmässigt","1.0"
"1 100","1.0"
"tidsutdräkt","1.0"
"mycket?","1.0"
"berörda","7.0"
"socioekonomiska","4.0"
"hoppet","2.0"
"stålet","1.0"
"träff","1.0"
"tillväxtverket","1.0"
"införande","2.0"
"verkningslös","1.0"
"bad","1.0"
"sjuttiotal","1.0"
"prioritering","1.0"
"frövi","1.0"
"än","48.0"
"ekonomisk","2.0"
"mjölk","3.0"
"skylten","2.0"
"är","1053.0"
"bedöma","1.0"
"ödmjukhet","1.0"
"röst","1.0"
"scb","1.0"
"finansministerns","1.0"
"förespråkar","2.0"
"tekniskt","2.0"
"utvecklade","3.0"
"öppna","3.0"
"transportbidrag","2.0"
"it-minister","2.0"
"brukas","2.0"
"linjen","1.0"
"tekniska","4.0"
"miljön","8.0"
"helhjärtat","1.0"
"komplicerad","2.0"
"personal","8.0"
"intill","1.0"
"dämma","1.0"
"eventuella","2.0"
"motiverat","1.0"
"år","63.0"
"motiveras","2.0"
"bredbandstäckning","1.0"
"territorium","2.0"
"åt","13.0"
"synpunkter","6.0"
"dämme","1.0"
"brukar","2.0"
"driva","11.0"
"förenligt","2.0"
"arbetsmarknadsdepartementet","1.0"
"begränsning","3.0"
"majoriteter","1.0"
"direkta","2.0"
"berättar","1.0"
"höjda","1.0"
"omfattande","1.0"
"gränskommittéerna","1.0"
"förbättra","2.0"
"komplicerat","5.0"
"vägslitage","2.0"
"berättat","1.0"
"första:","1.0"
"gediget","1.0"
"energiändamål","1.0"
"återinförande","1.0"
"avsteg","1.0"
"delen","6.0"
"kapacitet","6.0"
"regeltolkningar","1.0"
"ministern","109.0"
"turism","1.0"
"jordanska","1.0"
"ungefärliga","1.0"
"hända","1.0"
"höstsådd","2.0"
"grundvattnet","2.0"
"sämre","10.0"
"beslagsstatistik","1.0"
"misstolka","1.0"
"vita","2.0"
"växtskyddsfrågor?","1.0"
"framtid","4.0"
"helst","7.0"
"sammanfatta","1.0"
"landsorten","6.0"
"plockar","3.0"
"faunan","1.0"
"rörande","1.0"
"modellbyggandet?","1.0"
"ses","4.0"
"ser","92.0"
"viss","5.0"
"sex","3.0"
"kadmiumanvändningen","1.0"
"miljö-","2.0"
"gått","9.0"
"kitt","1.0"
"breder","1.0"
"lastbilsföretagen","1.0"
"värderas","1.0"
"detta","147.0"
"hoppar","1.0"
"hoppas","18.0"
"ledamöterna","1.0"
"miljöstyrande","4.0"
"vilkas","2.0"
"medfinansiera?","1.0"
"rött","1.0"
"bakgrund","2.0"
"jobb","30.0"
"löses","2.0"
"löser","3.0"
"strandskyddsbestämmelserna","1.0"
"visa","2.0"
"minskningar","1.0"
"bostadsplaneringskommitténs","1.0"
"nationell","1.0"
"plan-","3.0"
"turistföretag","1.0"
"inneburit","1.0"
"framfört","2.0"
"språkkunskaperna","1.0"
"ärende","1.0"
"idébank","1.0"
"jul","1.0"
"kravet","6.0"
"knät","1.0"
"framföra","1.0"
"vårdvalspropositionen","1.0"
"sydvästra","1.0"
"lönsamhet","1.0"
"förklar","1.0"
"uppnå","2.0"
"miljöpartiet","11.0"
"världen","3.0"
"shekarabi","1.0"
"åtgärderna","2.0"
"2 500","1.0"
"övning","1.0"
"föryngringar","2.0"
"parti","3.0"
"ber","3.0"
"kraven","5.0"
"influgna","1.0"
"bensin","1.0"
"lösningar","11.0"
"överenskommelse","1.0"
"informationshantering","1.0"
"transportbidraget","1.0"
"dopnings-","1.0"
"förkunnar","1.0"
"tillämpbar","1.0"
"likadant","1.0"
"6 400 000","1.0"
"närvården","2.0"
"befinner","4.0"
"bekant","2.0"
"projektera","2.0"
"personer","6.0"
"erfarenheter","3.0"
"friluftsområde","1.0"
"indirekt","2.0"
"götalands","3.0"
"behovet","6.0"
"finans-","1.0"
"prognos","1.0"
"äganderätt","1.0"
"duktiga","1.0"
"arbetsförmedlingskontor?","1.0"
"avsaknad","2.0"
"samhällsservice","1.0"
"instämde","1.0"
"densamma","1.0"
"generella","3.0"
"sannolikt","2.0"
"breda","3.0"
"delar","29.0"
"vilken","17.0"
"exploateringen","1.0"
"bredd","1.0"
"otäcka","1.0"
"sig","115.0"
"personen","1.0"
"behövs?","1.0"
"erfarenheterna","1.0"
"ideella","1.0"
"oftast","4.0"
"sin","47.0"
"utförda","1.0"
"ansvarige","1.0"
"läge","3.0"
"six","1.0"
"alltid","9.0"
"setts","1.0"
"ansvariga","4.0"
"kurvan","1.0"
"använt","1.0"
"lägg","2.0"
"kompensationsbidrag","2.0"
"hundra","1.0"
"generellt","4.0"
"blekinge","4.0"
"ansvarigt","1.0"
"hänsynen","2.0"
"vilket","39.0"
"kronor","18.0"
"kommunstyrelse","1.0"
"statens","13.0"
"kunskapshöjande","1.0"
"tjänar","1.0"
"utredare","1.0"
"åsiktsskillnad","2.0"
"skjuta","2.0"
"tätorter","1.0"
"världar","1.0"
"bil","1.0"
"fibern","1.0"
"ska","237.0"
"åtgärdsförslag","1.0"
"intressesfärspolitik","1.0"
"skyddet","1.0"
"ske","8.0"
"bit","1.0"
"bosätter","1.0"
"kostsamma","1.0"
"tullverket","3.0"
"diskuterats","1.0"
"högkonjunktur","1.0"
"öppet","1.0"
"lösningen","4.0"
"stycke","1.0"
"kaka","1.0"
"öppen","2.0"
"för","648.0"
"11 000","1.0"
"djurvälfärden","1.0"
"bredbandsverksamheterna","1.0"
"boende","4.0"
"skjuts","1.0"
"ägarstrukturerna","1.0"
"miljonprogrammet","2.0"
"presenterade","2.0"
"slu","2.0"
"etablera","2.0"
"vårdvalet","1.0"
"eu-säsong","1.0"
"hälsar","1.0"
"hållbar","3.0"
"valt","1.0"
"e-tjänsterna","1.0"
"tillväxtpolitik","1.0"
"vinter?","1.0"
"anmälan","1.0"
"otrygga","1.0"
"problembeskrivningen","1.0"
"vald","1.0"
"uppdrag","12.0"
"tillverkare","1.0"
"mjölkproduktion","1.0"
"december","1.0"
"neutralitetsklausul","1.0"
"bli","29.0"
"kostar","2.0"
"boendeformer","2.0"
"framkom","1.0"
"förarbete","1.0"
"talartid","1.0"
"vakt","3.0"
"telefonin","1.0"
"sida","19.0"
"undgått","1.0"
"bistå","1.0"
"kvarstå","1.0"
"<em>hur</em>","1.0"
"traktorregistreringsavgift","1.0"
"frihandelsavtalet","1.0"
"skandalen","1.0"
"småskaliga","5.0"
"började","2.0"
"tvångsåtgärd","1.0"
"1,1","1.0"
"1,2","1.0"
"plats","12.0"
"drabbar","5.0"
"drabbas","5.0"
"drabbat","1.0"
"sedan","55.0"
"1,7","3.0"
"palestinsk","1.0"
"hjulspår","1.0"
"sjö","4.0"
"tillämpningen","6.0"
"kommenterade","1.0"
"anges","2.0"
"produkter","5.0"
"handelns","1.0"
"kaos","1.0"
"läns","2.0"
"miljarderna","1.0"
"förväntade","2.0"
"anger","4.0"
"roger","1.0"
"klimatpåverkande","1.0"
"konstaterar:","1.0"
"som","987.0"
"omgående","1.0"
"adsl","2.0"
"återgår","1.0"
"givits","1.0"
"dela","2.0"
"anpassat","1.0"
"vann","2.0"
"ombud","1.0"
"dem?","1.0"
"snabbtåg","1.0"
"antogs","1.0"
"upphandlingsmyndigheten","1.0"
"skyddad","1.0"
"möjliggör","3.0"
"svarta","4.0"
"vana","2.0"
"försäkrade","1.0"
"lever","10.0"
"slå","6.0"
"passerar","2.0"
"tidsplanen","1.0"
"innebära","10.0"
"arbetsgivaren","3.0"
"relevans","1.0"
"sjöberg","3.0"
"klimatfrågan","1.0"
"stadgades","1.0"
"jaktfrågor","1.0"
"ökning","1.0"
"arbetsmarknadsministern","11.0"
"troligen","1.0"
"konsumenterna","1.0"
"talman;","1.0"
"län?","1.0"
"vinna","1.0"
"nedläggning","2.0"
"sommaren","1.0"
"förhoppningar","1.0"
"allting","2.0"
"spridningen","1.0"
"räknas","2.0"
"diskuterat","5.0"
"räknar","8.0"
"räkna","2.0"
"avfärda","1.0"
"bor","12.0"
"förvånad","1.0"
"interpellation:","1.0"
"diskuterar","10.0"
"utlakning","1.0"
"tillskansat","1.0"
"diskuteras","2.0"
"backa","1.0"
"små","16.0"
"civilsamhället","2.0"
"flottningsleder","1.0"
"förfarande?","2.0"
"abonnemanget","1.0"
"räknat","3.0"
"kortare","2.0"
"glesbygd","3.0"
"missat","1.0"
"post-","1.0"
"näringslivet","2.0"
"djurägare","4.0"
"kan","213.0"
"gruvorna","2.0"
"denna:","1.0"
"satellitalternativet","1.0"
"referenstal","1.0"
"social","1.0"
"dels","6.0"
"svår","1.0"
"fråga","78.0"
"illa","3.0"
"väcka","1.0"
"larma","1.0"
"fall?","1.0"
"uppfattning","11.0"
"direktiven","3.0"
"100","19.0"
"förhållandena","1.0"
"björn","2.0"
"återkomma","8.0"
"interpellationssvar","2.0"
"stränder","2.0"
"väckt","1.0"
"delansökan","1.0"
"fouriertransform","1.0"
"verksamheterna","6.0"
"anledningarna","1.0"
"märker","1.0"
"undantagen","1.0"
"jord","1.0"
"brandhantering","1.0"
"1 050 miljoner","1.0"
"delta","2.0"
"kompetensutveckling","1.0"
"motsätter","1.0"
"rovdjurspolitiken","4.0"
"utmaningarna","1.0"
"kantrubrik","44.0"
"sikt","4.0"
"bärgning","1.0"
"initiativ:","1.0"
"hörde","6.0"
"bra","54.0"
"ledning","3.0"
"varm","2.0"
"112","2.0"
"bränslen","2.0"
"framgår","2.0"
"miljöpartister","1.0"
"utvecklats","1.0"
"överstiger","1.0"
"kemikalier","1.0"
"varg","9.0"
"hinder","1.0"
"iaktta","1.0"
"andrahandskontrakt","1.0"
"begränsas","1.0"
"styrelse","4.0"
"vart","2.0"
"begränsat","1.0"
"skogsindustrin","4.0"
"nätkonsumtion","1.0"
"undantaget","2.0"
"nordin","8.0"
"miserabla","1.0"
"stopp","1.0"
"anslag","1.0"
"strukturtänk","1.0"
"bry","1.0"
"vare","10.0"
"verkligen","15.0"
"elektronisk","1.0"
"länsstyrelsernas","3.0"
"begränsad","1.0"
"telefonservice","1.0"
"vara","96.0"
"snöre?","1.0"
"blekingska","1.0"
"120","1.0"
"pådrivande","1.0"
"erkänna","1.0"
"mission","1.0"
"127","1.0"
"1 200","1.0"
"arbetade","1.0"
"riktlinjer","4.0"
"flyget","5.0"
"transportslagen","1.0"
"borttappade","1.0"
"regleringsbrev","1.0"
"enträget","1.0"
"brunkolsverksamheten","1.0"
"långsiktig","3.0"
"kontrollerat","1.0"
"slutkonsumenten","1.0"
"försök","5.0"
"ledig","1.0"
"tillåt","1.0"
"domstolar","1.0"
"förstått","4.0"
"lätt","9.0"
"riktvärde","2.0"
"landsbygdsdelen","1.0"
"ifrågasättas","1.0"
"enskild","4.0"
"turordningsreglerna","5.0"
"förvåning","2.0"
"carl-oskar","2.0"
"behöver","21.0"
"hävda","3.0"
"det.","1.0"
"tillväxtarbetet","1.0"
"bti","4.0"
"stora","46.0"
"instämmer","1.0"
"innebär:","1.0"
"oåterkalleliga","1.0"
"lantbrukare","12.0"
"framstå","1.0"
"ökar?","2.0"
"lantbruket","5.0"
"länsstyrelse","3.0"
"alltsedan","1.0"
"kreativiteten","1.0"
"anläggningsindustrin","1.0"
"läst","4.0"
"avvägt","1.0"
"björck","1.0"
"decennierna","1.0"
"giftiga","1.0"
"stödnivån","1.0"
"läsa","2.0"
"lokalisering","4.0"
"varför","10.0"
"förlorad","1.0"
"föryngring","3.0"
"yttre","1.0"
"synar","1.0"
"artikel","1.0"
"rädslan","1.0"
"stort","16.0"
"förlorar","1.0"
"lustigt","1.0"
"livsmedel","3.0"
"lyfte","3.0"
"frågande","2.0"
"bygglagen","1.0"
"borttagning","1.0"
"riksdag","1.0"
"thornton","1.0"
"extremt","3.0"
"njuter","1.0"
"statsrådsgrupp","2.0"
"lyfta","7.0"
"150","2.0"
"brandkår","1.0"
"länge","13.0"
"dess","8.0"
"miljöminister","2.0"
"försörjning","1.0"
"sliter","1.0"
"storskalig","1.0"
"lyfts","1.0"
"hormonsystemet","1.0"
"ifall","1.0"
"frekvent","2.0"
"bedrivits","1.0"
"företagets","1.0"
"vidgats","1.0"
"verka","5.0"
"översiktsplanerna","1.0"
"sagts","2.0"
"payoff-tid","1.0"
"fullständigt","1.0"
"vallöften?","1.0"
"stötande","1.0"
"skattepengar","1.0"
"stå","7.0"
"avancerade","1.0"
"vidtas","1.0"
"matlandet","1.0"
"avskaffa","1.0"
"föreslå","1.0"
"idag","1.0"
"enighet","4.0"
"trafikleder","1.0"
"rovdjurspolitik?","2.0"
"25 procent","1.0"
"attraktivitet","1.0"
"perfluorerat","2.0"
"one)","1.0"
"väntar","6.0"
"längs","2.0"
"kammarkollegiet","1.0"
"marknadsrapporten","1.0"
"skämt","2.0"
"sina","23.0"
"stolt","1.0"
"avfolkning","1.0"
"effekterna?","1.0"
"normalt","1.0"
"antydde","2.0"
"emellertid","2.0"
"länen","6.0"
"argumenten","2.0"
"fantastiskt","1.0"
"larmet","1.0"
"syn","5.0"
"förtroende","3.0"
"regeringen","144.0"
"174","1.0"
"dopning","2.0"
"domstolen","1.0"
"avgift","5.0"
"behövas","4.0"
"fantastiska","1.0"
"antyder","1.0"
"onödan","1.0"
"onödiga","1.0"
"wikström","2.0"
"går","33.0"
"tittade","1.0"
"oktober","4.0"
"betryggande","1.0"
"slesvig-holstein","1.0"
"infrastrukturministern","3.0"
"normal","1.0"
"dörr","1.0"
"typer","4.0"
"därefter","4.0"
"avyttra","2.0"
"infrastrukturministern:","1.0"
"greppar","1.0"
"tillgodoses","2.0"
"byar","2.0"
"ådra","1.0"
"problemet","14.0"
"förlora","2.0"
"hållas","1.0"
"misslyckats","1.0"
"kadmiumet","1.0"
"samhälle","9.0"
"problemen","4.0"
"hektar","5.0"
"typen","8.0"
"ohållbar","1.0"
"substituera","1.0"
"migration","1.0"
"oenigheten","1.0"
"införas","2.0"
"länet","2.0"
"biosfärområdet","1.0"
"skulle","119.0"
"stugor","1.0"
"sist","1.0"
"reach","3.0"
"arbetsgivare","2.0"
"attefall","2.0"
"förgröning","1.0"
"hade","72.0"
"övertolkning","1.0"
"dämmena","1.0"
"jobbskatteavdrag","1.0"
"väckte","2.0"
"älgstam","1.0"
"föryngringen","1.0"
"diskuterade","1.0"
"uppnått","1.0"
"driftssäker","2.0"
"familjers","1.0"
"bristande","1.0"
"banken","2.0"
"kunskapsnivå","2.0"
"planerat","1.0"
"varken","5.0"
"ärvt","1.0"
"väsentlig","1.0"
"jätteviktigt","3.0"
"rycka","1.0"
"banker","1.0"
"införde","1.0"
"1:6","1.0"
"planerar","5.0"
"opartiskheten","1.0"
"ytterligare","21.0"
"lokaliserade","1.0"
"framgick","1.0"
"tuff","2.0"
"interna","1.0"
"inriktning?","1.0"
"björnjakt","1.0"
"landsbygdsminister","2.0"
"utgör","3.0"
"antagandeprocesser","1.0"
"budgeten","6.0"
"förnybar","1.0"
"gods","3.0"
"tveksam","2.0"
"livsmedelsstrategin","5.0"
"1880","1.0"
"boverkets","1.0"
"abonnemang","1.0"
"hörsammats","1.0"
"uppstå","1.0"
"bedömer","1.0"
"byggföretagen","1.0"
"erlandsson","3.0"
"energiåtgången","1.0"
"medfört","1.0"
"förhållandevis","1.0"
"tekniker","2.0"
"omvärderar","1.0"
"sköter","1.0"
"antydan","1.0"
"goda","8.0"
"människorna","3.0"
"perspektivet","7.0"
"medföra","2.0"
"informationen","1.0"
"bygd","5.0"
"dåva","1.0"
"ineffektiviteten","2.0"
"närvaro","2.0"
"skattebetalarna","1.0"
"utvärderingen","2.0"
"sitt","29.0"
"sårbarheten","1.0"
"måste","58.0"
"bredband","11.0"
"övergödningen","1.0"
"hållet","2.0"
"svaret","47.0"
"särskild","3.0"
"tekniken","2.0"
"naturvårdsverket","6.0"
"industriverksamhet","1.0"
"håller","18.0"
"anställning","1.0"
"kraftledning","1.0"
"styrning?","1.0"
"tamdjursförhållningen","1.0"
"kunskapen","2.0"
"värden:","1.0"
"transportinfrastruktur","1.0"
"människa","2.0"
"hämmas","1.0"
"glesbygdsområde","1.0"
"sade","8.0"
"uppgår","1.0"
"särskilt","13.0"
"representationen","2.0"
"tillståndsgivningen","1.0"
"blockgränserna","1.0"
"behålla","2.0"
"<em>dagens","1.0"
"förfogande","4.0"
"kompletterande","2.0"
"argument","4.0"
"leda","6.0"
"handlas","1.0"
"handlar","74.0"
"avvikelser","1.0"
"ändan","1.0"
"kom","10.0"
"baserad","1.0"
"studentbostadsföretagen","1.0"
"sagt","12.0"
"kor","1.0"
"anseende","1.0"
"kundundersökningar","1.0"
"svaren","1.0"
"baserat","2.0"
"invaldes","1.0"
"tag","5.0"
"landsting","4.0"
"handlat","2.0"
"tal","4.0"
"baseras","3.0"
"tar","30.0"
"tas","11.0"
"uppfyllts","1.0"
"naturen","5.0"
"tax","1.0"
"ärliga","1.0"
"fredsavtal","1.0"
"ägarstruktur","1.0"
"jonas","10.0"
"omvärlden","1.0"
"föräldrar","1.0"
"fångar","1.0"
"person","3.0"
"folkhälsoinstitutet","1.0"
"haft","24.0"
"förhandlingsperson","2.0"
"utifrån","16.0"
"misslyckades","1.0"
"nedläggningshotade","1.0"
"mygg","3.0"
"skogsarbetare","1.0"
"exempel","41.0"
"påbörjade","1.0"
"reflexion","1.0"
"straffbeskattning","1.0"
"uppgradera","2.0"
"miljöproblem?","1.0"
"kulturmiljöer","1.0"
"företagens","5.0"
"runtom","1.0"
"förbjöds","1.0"
"rapporterar","1.0"
"erkända","1.0"
"fäbodar","1.0"
"jordbruksstödet","1.0"
"löd:","1.0"
"ifrågasätter","2.0"
"försörjningen","1.0"
"februari","3.0"
"livskvalitet","1.0"
"följden","1.0"
"skridit","1.0"
"smartare","2.0"
"bidragit","2.0"
"bullerförordningen","1.0"
"fler","40.0"
"marknadsvärdet","1.0"
"ersättning","3.0"
"kommentar","2.0"
"framför","17.0"
"motion","2.0"
"länsstyrelsenivå","1.0"
"grundvatten","2.0"
"vargstammen?","1.0"
"svarar","3.0"
"neutralitetstanken","1.0"
"etcetera","2.0"
"ökade","4.0"
"förtydligas","1.0"
"skattehöjningar","1.0"
"synsätt","1.0"
"tull","1.0"
"lösas","3.0"
"ondgör","1.0"
"departementen","1.0"
"orolig","7.0"
"upptäcktes","1.0"
"bullerområdet","1.0"
"delegation","1.0"
"passivt","2.0"
"sådden","1.0"
"synen","2.0"
"utskottsområde","1.0"
"pengar","19.0"
"krupit","3.0"
"departementet","1.0"
