"party","MP"
"var","234.0"
"skriva","2.0"
"grunderna","1.0"
"bindande","1.0"
"staten","49.0"
"denna","128.0"
"finna","2.0"
"denne","1.0"
"förberedda","1.0"
"gammalt","1.0"
"missbrukat","1.0"
"mckinseyrapport","1.0"
"avsatt","3.0"
"fördjupats","1.0"
"försvarare","1.0"
"flyttat","2.0"
"unhcr:s","1.0"
"flyttar","5.0"
"patenträtten","3.0"
"räknats","1.0"
"möjligaste","1.0"
"genomtänkta","1.0"
"följande:","1.0"
"föra","23.0"
"sundström","1.0"
"tacksam","2.0"
"694-790","1.0"
"ensam","9.0"
"bespottad","1.0"
"strandskyddsreglernas","2.0"
"kulturlandskap","1.0"
"anpassade","1.0"
"teknikspridning","1.0"
"europa","12.0"
"miljöområdet","3.0"
"hbtq-personer","5.0"
"eftermiddagen","2.0"
"inventerings-","1.0"
"aldrig","11.0"
"lyssnat","3.0"
"finansinspektionen","5.0"
"planprocessen","2.0"
"lyssnar","4.0"
"för-","2.0"
"tillkommit","1.0"
"sakerna","4.0"
"försäljningen","3.0"
"spår","7.0"
"andrahandsuthyrning","2.0"
"bebygga","1.0"
"härdkylningen","1.0"
"hemsänt","1.0"
"budgetsituation","1.0"
"lagstiftningsfrågor","1.0"
"tiveden","1.0"
"asyl-","1.0"
"plötsligt","3.0"
"finansdepartementet","1.0"
"fötterna","1.0"
"lektioner","3.0"
"principdokument","1.0"
"eco","1.0"
"tomas","3.0"
"spela","3.0"
"plockade","1.0"
"enklaste","1.0"
"flerårig","1.0"
"lägenhetsunderhåll","1.0"
"frusit","1.0"
"vem","11.0"
"ordentlig","1.0"
"fört","2.0"
"miljonprogramssatsning","1.0"
"förs","5.0"
"nålpengar","2.0"
"vet","72.0"
"hakar","2.0"
"folkrörelser","1.0"
"förekomma","2.0"
"anledning","28.0"
"prissättningen","1.0"
"revision","1.0"
"före","16.0"
"minskade","11.0"
"informerad","2.0"
"eldrift","1.0"
"omorganiseras","1.0"
"kursplan","2.0"
"verkningsfullt","2.0"
"genomdriva","1.0"
"stod","2.0"
"tuberkulos","1.0"
"2008/09:162)","1.0"
"diskriminering","3.0"
"kontoren","1.0"
"mervärde","7.0"
"fått","58.0"
"hennes","3.0"
"fri-entré-reform","2.0"
"avlöva","1.0"
"tillämpligt","1.0"
"friluftslivspolitiken","3.0"
"parameter","1.0"
"prissättning","2.0"
"klimatmålen","7.0"
"bulltofta","2.0"
"mentala","1.0"
"begärt","3.0"
"karaktären","1.0"
"friluftslivet","17.0"
"byggområdet","2.0"
"fördelningen","2.0"
"huvuduppdrag","2.0"
"anders","14.0"
"konfliktområden","1.0"
"masslagring","1.0"
"frågan:","3.0"
"1970-talet","1.0"
"begära","1.0"
"stimulanser","1.0"
"skickade","1.0"
"räl","2.0"
"byggas","4.0"
"veronica","1.0"
"gemensamma","15.0"
"planeringslösning","1.0"
"osäkerhet","5.0"
"optimal","1.0"
"kärnteknisk","2.0"
"avveckling","1.0"
"tåget","6.0"
"fridolin","1.0"
"realistisk","1.0"
"minimalt","1.0"
"via","18.0"
"vid","114.0"
"råd","14.0"
"institutionsbyggande?","1.0"
"läsning","1.0"
"valprogram","1.0"
"dalälvsområdet","1.0"
"normeras","1.0"
"introduktion","1.0"
"speciallärarutbildningen","1.0"
"avråda","1.0"
"kommunalisering","2.0"
"omänsklig","1.0"
"debattörerna","12.0"
"åstadkommer","1.0"
"speciallärarutbildning","1.0"
"vis","1.0"
"telesamverkansgruppen","1.0"
"njuta","1.0"
"biståndsministrar","2.0"
"slänger","1.0"
"israels","1.0"
"innan","19.0"
"krishanteringssystem","1.0"
"visst","12.0"
"stor","69.0"
"precisera","1.0"
"försökte","4.0"
"hälsoeffekter","1.0"
"privata","11.0"
"större","64.0"
"centrum","4.0"
"nöjaktigt","1.0"
"investerare","1.0"
"bruksvärdesprincipen","1.0"
"dalälven","19.0"
"odling","1.0"
"hånad","1.0"
"riksdagsunderlag","1.0"
"belgisk","1.0"
"laddhybrider","1.0"
"mr-organisationer","1.0"
"generell","1.0"
"stund","2.0"
"socialtjänsten","1.0"
"ned?","1.0"
"främmande","1.0"
"kommunikationsnät","1.0"
"elevmötet","1.0"
"friktionen","4.0"
"störst","7.0"
"mittemellan","1.0"
"århuskonventionen","2.0"
"angelägna","5.0"
"tågen","4.0"
"1990-talet","2.0"
"rullstol","2.0"
"belåningsgrad","1.0"
"elevhälsa","1.0"
"tvekan","1.0"
"framgång","2.0"
"tvekar","1.0"
"nytillverkning","1.0"
"religionsfriheten","2.0"
"bekymrade","1.0"
"museer","17.0"
"jämställdhetsaspekter","4.0"
"rättvisande","1.0"
"tillsättningen","1.0"
"stuga","1.0"
"tvungen","1.0"
"växtlivet","1.0"
"wallström","1.0"
"official","1.0"
"klimatmål","8.0"
"prickad","1.0"
"arbetsprocesser","1.0"
"eks","3.0"
"mediernas","1.0"
"därpå","1.0"
"museet","10.0"
"beslutades","4.0"
"värdet","2.0"
"kulturverksamhet","1.0"
"värden","22.0"
"rationell","2.0"
"högkvalitativ","1.0"
"samverkansuppdragen","1.0"
"kärnkraftens","1.0"
"stärkning","2.0"
"utfasningssidorna","1.0"
"klimatbelastning","1.0"
"referensgrupp","1.0"
"minister","15.0"
"upprustningsfrågan","1.0"
"effekt","12.0"
"väga","4.0"
"transportpolitik","1.0"
"bekostnad","1.0"
"mörkare","1.0"
"flytta","10.0"
"sänkningen","2.0"
"vedertagen","1.0"
"femtiotal","1.0"
"1991/92","1.0"
"egenskap","3.0"
"energislag","2.0"
"miljöskattehänseende","1.0"
"innehållande","2.0"
"stränderna","2.0"
"trafikverkets","1.0"
"handkraft","1.0"
"tagit","42.0"
"ena","25.0"
"utbildningsministern","3.0"
"koldioxidkrav","1.0"
"vissa","38.0"
"buller","11.0"
"bryter","2.0"
"tidshorisont","1.0"
"ens","7.0"
"djurskyddet","3.0"
"löfvens","1.0"
"forum","7.0"
"linde","12.0"
"dagliga","1.0"
"åtgärdas","5.0"
"progressiva","1.0"
"forskningsmedel","1.0"
"finansierade","1.0"
"skolbyggnad","1.0"
"tidning","1.0"
"byggnadsnämnderna","1.0"
"förskolor","1.0"
"hemmaplan","2.0"
"rapporteringen","2.0"
"upphov","2.0"
"juntti","2.0"
"förseningar","1.0"
"käbblande","1.0"
"rättsväsen?","1.0"
"johnsson","1.0"
"upplevelsen","1.0"
"byggnaders","1.0"
"styr","9.0"
"trafiken","6.0"
"regleringsdammar","1.0"
"samfällt","2.0"
"blandade","1.0"
"programmen","2.0"
"kvoteringslag","1.0"
"kunskapsnivån","1.0"
"programmet","2.0"
"levande","17.0"
"adsl-tjänst","1.0"
"lämpligare","1.0"
"400","1.0"
"gjörtler","2.0"
"utvärderingarna","2.0"
"ansedda","1.0"
"drabbats","3.0"
"dagblad","1.0"
"valet","3.0"
"slöja","1.0"
"riksmuseet","2.0"
"ingången","2.0"
"klimatutsläppen","6.0"
"byggdes","1.0"
"energisamtal","2.0"
"funktionsnedsättning","1.0"
"biljettpriserna","1.0"
"slutanförande","1.0"
"kulturarv","4.0"
"studieorter","2.0"
"framtidsutmaning","1.0"
"vänt","1.0"
"säger:","6.0"
"yrkesverksamma","1.0"
"beräkningar","2.0"
"bo-lennart","3.0"
"utfästelse","1.0"
"persson","1.0"
"gemensamt:","1.0"
"löpande","12.0"
"era","2.0"
"miljöskatt","1.0"
"göranden","1.0"
"uppföljning","10.0"
"studieorten","1.0"
"mängder","3.0"
"lägenheter","7.0"
"demokratibrist","1.0"
"handfast","1.0"
"rights","1.0"
"låntagaren","1.0"
"luftföroreningsmässigt","1.0"
"kostnadsnivåer","1.0"
"värdesätter","1.0"
"ansvarar","5.0"
"utväg","1.0"
"näringsliv","2.0"
"rättviseförmedlingen","9.0"
"studentbostäder","5.0"
"ert","1.0"
"miljökvalitetsmålen","8.0"
"offrats","1.0"
"acceptabelt","1.0"
"känt","4.0"
"ursprungligen","2.0"
"miljöministeriet","1.0"
"uteblir","1.0"
"privatsektorfacilitet","1.0"
"lönemässigt","1.0"
"hållande","1.0"
"konstituerandet","1.0"
"svartvitt","1.0"
"miljonprogrammets","2.0"
"översiktsplan","2.0"
"kilometervis","1.0"
"djupgranskning","3.0"
"känd","2.0"
"eu-","1.0"
"avbrutna","2.0"
"leverera","2.0"
"orterna","1.0"
"framträdande","1.0"
"myndighetshåll","1.0"
"andrahandshyror","1.0"
"återuppta","1.0"
"förordnande","1.0"
"lärarlönerna","2.0"
"grupp","5.0"
"tvungna","5.0"
"avverkning","1.0"
"pekat","3.0"
"rådgöra","1.0"
"beständighet","1.0"
"avgörs","4.0"
"snabbrörlig","1.0"
"könen","2.0"
"byggnadens","1.0"
"bostad","17.0"
"förödande","2.0"
"trafficking","1.0"
"pekar","8.0"
"attackeras?","1.0"
"ett","947.0"
"avgöra","7.0"
"allmännas","2.0"
"nystartade","1.0"
"brast","1.0"
"100 meter","2.0"
"hyrorna","4.0"
"dyra","1.0"
"alternativens","1.0"
"eritrea","1.0"
"bäckar","1.0"
"formfråga","1.0"
"miljöskatter","3.0"
"linje","6.0"
"sidor","1.0"
"förmodligen","1.0"
"ingångar","3.0"
"måhända","1.0"
"uppgifterna","2.0"
"rättsstaten","1.0"
"supermiljöbilspremien","4.0"
"aktiv","17.0"
"grund","30.0"
"eus","1.0"
"värt","2.0"
"valde","4.0"
"<em>blåsta","1.0"
"regeringsbeslutet","1.0"
"eva","4.0"
"inspirera","3.0"
"inverkan","3.0"
"förtagits","1.0"
"skyndas","1.0"
"journalistiken","2.0"
"qarlsson","5.0"
"akilleshäl","1.0"
"korrekta","1.0"
"ansvaret","18.0"
"dödsstraff","1.0"
"standardiserat","1.0"
"standardiseras","1.0"
"bostadsmarknaden","22.0"
"talartiden","1.0"
"transport","2.0"
"strategi","7.0"
"ewa","13.0"
"hushållens","4.0"
"465","1.0"
"arbetssökande","1.0"
"hästjobb","1.0"
"kära","1.0"
"bilresor","1.0"
"ledamöter","17.0"
"pendlingstrafiken","1.0"
"quicklund","7.0"
"summor","3.0"
"branta","1.0"
"lämpar","2.0"
"civilsamhällesorganisationer","2.0"
"transportslag","6.0"
"effektiv","5.0"
"kvarstår","4.0"
"nere","2.0"
"bullerexponering","1.0"
"friluftslivsarbetet","1.0"
"civila","25.0"
"byalagsmodellen","1.0"
"röd","1.0"
"resonemanget","1.0"
"politiserar","1.0"
"politiserat","1.0"
"vartannat","1.0"
"storstad","1.0"
"kommunicera","2.0"
"rör","8.0"
"överrepresenterade","1.0"
"miljöpolitiken","8.0"
"säkerhetsstandarden","1.0"
"talarna","1.0"
"miljöpolitiker","1.0"
"säkerhetsstandarder","5.0"
"islamiska","1.0"
"byggt","4.0"
"byggs","14.0"
"yrken","1.0"
"utmaningar","8.0"
"reklam","1.0"
"övergödningsproblematik","1.0"
"tillåter","2.0"
"sprida","8.0"
"flygplan","3.0"
"tillåtet","3.0"
"byggd","1.0"
"slåtter","1.0"
"sekundära","1.0"
"marksänd","2.0"
"säkerhetsdelen","1.0"
"bygga","62.0"
"arbeta","19.0"
"palestinskt","2.0"
"vattenverksamhetsutredningen","2.0"
"skärpa","10.0"
"arbete","106.0"
"hanteras","23.0"
"väva","1.0"
"hanterat","4.0"
"hanterar","7.0"
"regeringsparti","1.0"
"utbildningen","6.0"
"betala","9.0"
"händer","8.0"
"arbetsmarknad","1.0"
"palestinska","10.0"
"kontakter","6.0"
"tydligare","16.0"
"turkiet","3.0"
"vinstsyfte","6.0"
"inväntar","1.0"
"tuffare","1.0"
"igen","13.0"
"operationell","1.0"
"betalt","1.0"
"minoritetsregering","2.0"
"stigit","1.0"
"överensstämmelse","1.0"
"balans","7.0"
"grad","7.0"
"markerade","1.0"
"studieresultat","2.0"
"yrket","6.0"
"viset","2.0"
"museiverksamheterna","1.0"
"utkant","1.0"
"insats","8.0"
"administration","3.0"
"interpellationerna","8.0"
"marknadskommunikation","1.0"
"säkerhetsperspektivet","1.0"
"avlämnade","1.0"
"upprepade","1.0"
"uppmärksammas","2.0"
"uppmärksammat","1.0"
"ingenstans","1.0"
"personalen","3.0"
"fristående","5.0"
"kanaliseringen","1.0"
"växt","2.0"
"uttryckta","1.0"
"medieanvändningen","1.0"
"uttryckte","4.0"
"thailand","1.0"
"länsstyrelsen","16.0"
"understödja","1.0"
"limpa","1.0"
"samtal","25.0"
"gymnasieelever","2.0"
"förorenat","1.0"
"medelstora","2.0"
"björklund","17.0"
"växa","7.0"
"tydliggörandet","1.0"
"museum","2.0"
"kontraktet","1.0"
"stabilitet","12.0"
"undrar","3.0"
"uppmärksammad","1.0"
"längsta","2.0"
"täcka","2.0"
"import","2.0"
"presentera","6.0"
"avsattes","1.0"
"utmaningen","1.0"
"central","9.0"
"säkrar","3.0"
"naturupplever","1.0"
"bedömning","17.0"
"rada","1.0"
"friskolekommitténs","5.0"
"konsolidering","1.0"
"länsstyrelses","1.0"
"visar","50.0"
"länsstyrelser","7.0"
"trelleborg","1.0"
"visas","1.0"
"green","28.0"
"visat","15.0"
"trycker","3.0"
"bullerfrågan","2.0"
"säkrad","1.0"
"sjönära","1.0"
"kraftfullheten","1.0"
"nypor","1.0"
"kvalitetssäkra","1.0"
"försöker","22.0"
"legitima","1.0"
"bibliotek","1.0"
"ekosystem","3.0"
"israel","2.0"
"betrakta","2.0"
"fordonssidan","2.0"
"försöket","1.0"
"tillrådligt","1.0"
"stiger","2.0"
"citerade","1.0"
"grundvattennivåerna","1.0"
"begärts","1.0"
"infördes","2.0"
"debatterat","1.0"
"ungas","1.0"
"sidas","6.0"
"förkorta","1.0"
"museernas","1.0"
"remissutfallet","1.0"
"medielandskapet","1.0"
"fasats","1.0"
"därför","179.0"
"samla","4.0"
"möttes","1.0"
"engström","7.0"
"enmansutredning","1.0"
"plan","14.0"
"främjar","1.0"
"otillräckligt","1.0"
"planering","5.0"
"elcertifikatssystemet","1.0"
"lärlusten","1.0"
"uppsättning","1.0"
"resten","2.0"
"bekymmersamt","3.0"
"samma","46.0"
"upprepar:","1.0"
"skapats","3.0"
"institutet","1.0"
"inrätta","1.0"
"debatterar","4.0"
"debatteras","1.0"
"myndighetsuppdragens","1.0"
"fritidshem","1.0"
"positiv","8.0"
"hamnade","1.0"
"dessutom","28.0"
"samsyn","8.0"
"\*","121.0"
"elevernas","11.0"
"räntorna","1.0"
"reformarbete","1.0"
"understryker","2.0"
"beslagtagit","1.0"
"sugga","1.0"
"speciallärare","5.0"
"energibranschen","1.0"
"dokumenterade","1.0"
"financing","1.0"
"taget","7.0"
"kärnområden","1.0"
"räcka?","1.0"
"berlin","2.0"
"trädde","7.0"
"insynsråd?","1.0"
"åtgärden","3.0"
"formella","3.0"
"tryckas","1.0"
"påtala","1.0"
"meningsutbyte","1.0"
"climate","1.0"
"ansvarsprincipen","1.0"
"åtgärder","138.0"
"samling","6.0"
"gagn","1.0"
"klimat-","14.0"
"bistånds-","2.0"
"eleverna:","1.0"
"läste","2.0"
"övergå","1.0"
"inkonsekvenser","1.0"
"utdöma","1.0"
"snedvrider","1.0"
"genomslag","5.0"
"palett","2.0"
"strömmande","3.0"
"räcker","9.0"
"österrike","1.0"
"budgetpost","1.0"
"belgien","1.0"
"fel","26.0"
"råvaror","1.0"
"fem","5.0"
"effekten","2.0"
"effekter","13.0"
"livskraftig","3.0"
"propåer","1.0"
"sverigebygget","1.0"
"ändamål","2.0"
"statsbidragsgivning","1.0"
"tjänstemännen","1.0"
"arbetsmarknadspolitiken","1.0"
"swedavia","1.0"
"notera","4.0"
"motvindsfrågor","2.0"
"moderaterna","10.0"
"tillförsel","1.0"
"så?","1.0"
"sund","1.0"
"neddragning","1.0"
"genklang","1.0"
"funderat","1.0"
"funderar","1.0"
"elev","19.0"
"säg","1.0"
"omfatta","3.0"
"uppstår","5.0"
"inlägget","7.0"
"kliver","1.0"
"statsbidrag","13.0"
"ungdomsorganisationer","5.0"
"forshaga","2.0"
"dödades","1.0"
"straff","5.0"
"lärobok","1.0"
"arbetsvillkor","1.0"
"slutgiltigt","1.0"
"tillåtas","2.0"
"misstolkar","1.0"
"bemanningen","2.0"
"konkurrensvillkor","1.0"
"<em>effektiva","1.0"
"kallt","1.0"
"damned","2.0"
"såg","14.0"
"situationen","29.0"
"allokerat","1.0"
"mygganslag","3.0"
"utarbetar","2.0"
"situationer","8.0"
"kalla","1.0"
"deltar","10.0"
"resonemangen","1.0"
"utvecklingssamarbete","7.0"
"flyktingmottagandet","3.0"
"houdini","1.0"
"kulturpolitikerna","1.0"
"biståndspolitiska","8.0"
"göteborg","24.0"
"arbetsmarknaden","6.0"
"halsen","1.0"
"ämne","3.0"
"huvuddelen","1.0"
"avhandla","1.0"
"hänvisade","1.0"
"hur?","1.0"
"rakt","3.0"
"jämför","4.0"
"tillkännagivande","1.0"
"byggnadstillfället","1.0"
"bär","1.0"
"administrativa","5.0"
"lämpad","1.0"
"tydliggörande","1.0"
"bilmotion","1.0"
"sidan","10.0"
"alingsåshem","4.0"
"återspeglade","1.0"
"kommunledningar","1.0"
"fossilgas","1.0"
"samhällsfenomen","1.0"
"b-","1.0"
"kommersialiseringen","1.0"
"nedskärningar","2.0"
"vattenkvalitet","3.0"
"attefallshus","2.0"
"framtidens","1.0"
"fond","4.0"
"växte","2.0"
"kanske","65.0"
"geografisk","1.0"
"problemlösningen","1.0"
"hamas","2.0"
"ab","1.0"
"läggning","2.0"
"mattelyftet","1.0"
"ad","3.0"
"omtalade","1.0"
"hållbart","18.0"
"samhällsområden","1.0"
"ifrån","5.0"
"växt-","1.0"
"bullerfrågor","1.0"
"an","3.0"
"former","9.0"
"utställningar","3.0"
"genomsnittliga","1.0"
"pluralistiskt","1.0"
"as","1.0"
"formen","2.0"
"hållbara","21.0"
"av","1394.0"
"eu-rätten","1.0"
"trakasserad","1.0"
"ax","1.0"
"folk","3.0"
"reservkraftverk","1.0"
"bekymmersam","2.0"
"sit-metoden","3.0"
"uppstått","3.0"
"parallella","6.0"
"platser","4.0"
"be","1.0"
"reproduktiva","1.0"
"fartygsskrov","1.0"
"eventuell","3.0"
"tvivla","1.0"
"dragit","1.0"
"interpellationer","129.0"
"bo","13.0"
"underbyggda","1.0"
"adressera","1.0"
"interpellationen","35.0"
"götaland","2.0"
"by","2.0"
"vågskålarna","1.0"
"läromedel:","1.0"
"hyser","2.0"
"ca","3.0"
"platsen","3.0"
"fortsättningen","2.0"
"biståndssamarbetet","1.0"
"tidsperioder","1.0"
"karibien","1.0"
"lärarutbildningens","1.0"
"enormt","11.0"
"danmark","5.0"
"ersättningsnivåerna","1.0"
"skyllt","2.0"
"lundström","57.0"
"grundskolepedagogiken","4.0"
"uppbyggnaden","2.0"
"ställningstagande","3.0"
"våga","3.0"
"vargstammen","2.0"
"fly","1.0"
"installera","1.0"
"partner","1.0"
"utöver","14.0"
"quadracom","5.0"
"skylla","3.0"
"enorma","7.0"
"godstransporterna","4.0"
"oundvikligen","1.0"
"5,6","1.0"
"de","1127.0"
"turister","1.0"
"funnit","1.0"
"departementsbord","1.0"
"extern","2.0"
"decemberlöner","1.0"
"do","1.0"
"inbilla","1.0"
"ansvarsområden","3.0"
"industrimark","2.0"
"du","28.0"
"effektivisering","2.0"
"angripen","1.0"
"bedömningsstöd","6.0"
"fastna","2.0"
"ungefär","11.0"
"förutsättning","10.0"
"energieffektivitetsmässigt","1.0"
"medicinsk","4.0"
"malmös","1.0"
"asylprocedurdirektiv","1.0"
"biståndsländer","1.0"
"snart","10.0"
"stolarna","1.0"
"inriktningar","4.0"
"ej","2.0"
"kärnkraftsbolagen","3.0"
"ek","15.0"
"el","3.0"
"varierade","1.0"
"en","1744.0"
"centralt","4.0"
"hitta","34.0"
"er","7.0"
"upprepa","5.0"
"fredsprocessens","1.0"
"lokalkonkurrenten","1.0"
"eu","26.0"
"lastbilsföretag","1.0"
"tvivel","2.0"
"papper","1.0"
"finansmarknaderna","1.0"
"tillvaro","2.0"
"möjliggjorts","1.0"
"centrala","12.0"
"växjö","1.0"
"önskad","1.0"
"ff","1.0"
"vattenkraftverken","2.0"
"konsumentperspektivet","1.0"
"konflikter?","1.0"
"smörjmedel","1.0"
"pengabehov","1.0"
"fn","3.0"
"for","5.0"
"politikerna","2.0"
"flykt","2.0"
"önskar","6.0"
"inblandning","1.0"
"uttrycket","1.0"
"uttrycker","1.0"
"glömmer","1.0"
"alert","1.0"
"dina","1.0"
"förbrukat","1.0"
"ge","70.0"
"våld","21.0"
"vistas","3.0"
"kommunikation","5.0"
"digital","1.0"
"nordiska","41.0"
"stockholmsfrågorna","1.0"
"förmåga","4.0"
"semlor","1.0"
"tillträdde","6.0"
"rasistiska","4.0"
"superdatabas","2.0"
"startar?","1.0"
"kjell","1.0"
"skattearbete","1.0"
"form","36.0"
"genom","156.0"
"500","6.0"
"gata","1.0"
"påvisade","1.0"
"ha","184.0"
"tryggas","1.0"
"kransorterna","1.0"
"fort","8.0"
"dinamarca","7.0"
"socialdemokraterna","7.0"
"undrade","1.0"
"då","138.0"
"deltog","6.0"
"bedrivs","5.0"
"ministrar","4.0"
"gläder","1.0"
"fn-organ","1.0"
"grym","1.0"
"bedriva","10.0"
"uppföljningen","7.0"
"förhindra","6.0"
"häromveckan","1.0"
"köpt","1.0"
"sysselsättning","2.0"
"fri","16.0"
"dramatiskt","1.0"
"if","2.0"
"regleringar","3.0"
"entré","16.0"
"in","124.0"
"implementeras","5.0"
"vridaxelsystem","1.0"
"bekämpningsmedelsrester","1.0"
"gavs","2.0"
"fru","92.0"
"fullgoda","2.0"
"inriktningen","2.0"
"efterfråga","4.0"
"it","1.0"
"rossana","8.0"
"logiskt","1.0"
"skogsvårdslagstiftningen","2.0"
"skyddsjakt","7.0"
"världsunika","1.0"
"läser","6.0"
"gynnsam","6.0"
"ja","10.0"
"sjöfarten","1.0"
"inträffar","1.0"
"tillträder","1.0"
"inledas","1.0"
"gavi","4.0"
"få","220.0"
"tillgå","1.0"
"graden","2.0"
"lämpade","1.0"
"likadan","1.0"
"trygg","8.0"
"jo","2.0"
"andelen","10.0"
"tendens","1.0"
"ju","52.0"
"grader","1.0"
"sitta","4.0"
"effektiva","7.0"
"köhler","2.0"
"värdefullt","1.0"
"skogsbruksmetoder","2.0"
"endast","12.0"
"uppföljningsfrågorna","3.0"
"konsumentskydd","1.0"
"dubbelskift","1.0"
"dubbelt","2.0"
"viltskador","1.0"
"tittar","26.0"
"tittas","1.0"
"effektivt","15.0"
"tittat","9.0"
"studera","2.0"
"ambitionerna","1.0"
"visste","1.0"
"gå","80.0"
"resurstilldelningssystem","2.0"
"livscykelperspektiv","2.0"
"forskningssammanställning","1.0"
"värdefulla","1.0"
"synpunkt","2.0"
"jämföra","2.0"
"försummelse","1.0"
"imponerande","1.0"
"marknadsvärde","2.0"
"skrivits","1.0"
"uppfattningen","6.0"
"vänsterpartiets","1.0"
"ku","10.0"
"människornas","1.0"
"öron","1.0"
"löfte","3.0"
"köra","7.0"
"disposition","1.0"
"ansvarsfördelningen","3.0"
"ekonomispråk","1.0"
"förmånen","1.0"
"urbaniseringen","2.0"
"kostsamt","1.0"
"snabblåneföretagen","1.0"
"instabilitet","2.0"
"oklarhet","1.0"
"glädja","1.0"
"avses","1.0"
"lärarprofessionen","1.0"
"inledde","1.0"
"ändamålsenliga","3.0"
"avser","83.0"
"forskarvärlden","1.0"
"vårt","60.0"
"kärnkraftsanläggningar","1.0"
"stabens","1.0"
"förstå","11.0"
"solidaritet","2.0"
"fritt","4.0"
"kollegialt","1.0"
"utlysningen","1.0"
"kraftverk","1.0"
"utgångspunkten","4.0"
"samtid","1.0"
"vård","3.0"
"ändamålsenligt","4.0"
"avvägda","1.0"
"sport-","1.0"
"åstadkomma","9.0"
"framhålla","7.0"
"våra","81.0"
"ansvarsfull","2.0"
"nationellt","9.0"
"ovärdigt","1.0"
"gaza","3.0"
"återuppbyggnad","1.0"
"framhålls","2.0"
"inleder","2.0"
"kravprofilsarbetet","1.0"
"nationella","33.0"
"ni","32.0"
"skolledare","2.0"
"kommunikativt","1.0"
"statsbudgeten","2.0"
"glädje","2.0"
"installerade","1.0"
"datum","3.0"
"krävt","1.0"
"krävs","25.0"
"utvecklingsagendan","2.0"
"förbud","6.0"
"uppdraget","11.0"
"policyer","1.0"
"nu","214.0"
"enligt","55.0"
"fordonen","2.0"
"ny","50.0"
"svenskarnas","1.0"
"uppdragen","1.0"
"dialog","52.0"
"tjänsteleverantörerna","1.0"
"torslanda","2.0"
"of","2.0"
"överklagas","1.0"
"krishanteringsförmåga","1.0"
"övrigt","9.0"
"ideologi","1.0"
"oj","1.0"
"tillhandahållande","1.0"
"om","1261.0"
"svar","172.0"
"skavsta","3.0"
"investeras","1.0"
"chromates","1.0"
"(prop","1.0"
"saknar","4.0"
"saknas","7.0"
"investerar","4.0"
"starka","12.0"
"bestämmer","4.0"
"multilateral","1.0"
"frisk","3.0"
"tillval","2.0"
"politisk","18.0"
"tillgängligt","3.0"
"ditt","1.0"
"utgångspunkter","1.0"
"slutreplik","1.0"
"övriga","18.0"
"dito","1.0"
"libanons","1.0"
"dramatiska","1.0"
"godstransporter","10.0"
"uppfattningar","3.0"
"ändrade","5.0"
"kultingar","3.0"
"starkt","22.0"
"samtalet","3.0"
"tryck","1.0"
"samtalen","2.0"
"tillgängliga","4.0"
"undermåliga","1.0"
"miljöprövningsdelegationen","1.0"
"problematik","8.0"
"energialternativen","1.0"
"pendeltågen","1.0"
"svag","1.0"
"förväntas","4.0"
"hyfsat","1.0"
"räkområdet","1.0"
"vägar","5.0"
"börja","19.0"
"augusti","2.0"
"vägas","3.0"
"nation","1.0"
"ordna","1.0"
"budgetramar","1.0"
"kärnkraftsreaktorerna","7.0"
"sysselsättningseffekt","1.0"
"generation</em>","1.0"
"förväntar","2.0"
"konsekvensanalys","8.0"
"finanserna","2.0"
"enkelt","29.0"
"tidstjuvarna","1.0"
"s)","1.0"
"må","2.0"
"potentiella","1.0"
"(lek)","1.0"
"jämlik","1.0"
"särskilda","20.0"
"bostadspolitiskt","1.0"
"tidigareläggas","1.0"
"betecknas","1.0"
"bör","49.0"
"likvärdighet","4.0"
"konstig","1.0"
"klimatinvesteringsstöd","1.0"
"remissinstanserna","9.0"
"företagare","3.0"
"klargjort","3.0"
"frustration","1.0"
"ottoson","10.0"
"exakt","19.0"
"försvaret","1.0"
"påfrestningar","2.0"
"potentiellt","7.0"
"fallande","1.0"
"transportforskningen","1.0"
"nå","38.0"
"transportsektorns","1.0"
