"party","V"
"stenkastning","1.0"
"märkning","3.0"
"brandbekämpningshelikoptrar","1.0"
"dämpande","1.0"
"bryta","10.0"
"vara:","1.0"
"förturssystem","1.0"
"lss","2.0"
"budgetlagen","1.0"
"sökljus","1.0"
"jämförelsevis","1.0"
"bild","11.0"
"perrongerna","1.0"
"radion","1.0"
"tömmer","1.0"
"hbtq-frågorna","8.0"
"tiden","27.0"
"operationen","5.0"
"beskrev","1.0"
"tider","1.0"
"operationer","1.0"
"uppmärksam","1.0"
"vidare","43.0"
"jordbävningsdrabbat","1.0"
"skuldfällan","3.0"
"bryts","2.0"
"icke-förnybar","1.0"
"kurder","1.0"
"arbetsmiljön","2.0"
"radioprogrammet","1.0"
"auktoriteter","1.0"
"folkhälsoinstitut","1.0"
"barbados","1.0"
"marknaden?","2.0"
"hyreshöjningar","2.0"
"450 000","1.0"
"reformering","1.0"
"rumänien","1.0"
"utesluter","1.0"
"bräcke","2.0"
"huvudansvaret","2.0"
"kännetecknats","1.0"
"förebygga","1.0"
"uteslutet","1.0"
"består","6.0"
"skattesatser","1.0"
"innehålla","3.0"
"vistelsetid","2.0"
"diyarbakir","1.0"
"axlarna","1.0"
"allas","2.0"
"ansvarsutkrävandet","1.0"
"trött","1.0"
"flaskhalsarna?","1.0"
"pass","2.0"
"oförsvarligt","1.0"
"relativt","4.0"
"visstider","1.0"
"välkommet","4.0"
"sektorn","3.0"
"flygets","1.0"
"gruvindustrin","1.0"
"styras","1.0"
"möjlig","2.0"
"välkommen","1.0"
"relativa","1.0"
"kontrakt","1.0"
"begränsa","4.0"
"storlek","2.0"
"bostadsbidraget","1.0"
"interaktion","1.0"
"jagar","1.0"
"accepterar","5.0"
"regelsystem","1.0"
"restriktionsavdelningar","1.0"
"moderaternas","3.0"
"samhällelig","1.0"
"uppvisar","1.0"
"eldar","1.0"
"sakområden","1.0"
"kollega","2.0"
"punkt","2.0"
"järnvägsnätet","1.0"
"oppositionen","1.0"
"hyresrätterna","1.0"
"stämning","2.0"
"känna","6.0"
"apartheid","1.0"
"genomgående","1.0"
"posttraumatisk","1.0"
"besökare","1.0"
"tämligen","2.0"
"tanken","2.0"
"känns","20.0"
"löneutvecklingen","1.0"
"angående","4.0"
"syntesrapport","1.0"
"nykomling","1.0"
"himlen","1.0"
"paus","1.0"
"mina","14.0"
"reglerade","2.0"
"enbart","4.0"
"rubba","1.0"
"specifikt","10.0"
"vänner","6.0"
"visstid","12.0"
"akademi","1.0"
"inga","27.0"
"försäkringsansvaret","1.0"
"grundbottnarna","1.0"
"översvallande","1.0"
"hög","17.0"
"legal","3.0"
"specifika","3.0"
"övergår","1.0"
"signal","9.0"
"livsvillkor?","1.0"
"slutdelen","1.0"
"utredning","18.0"
"hör","13.0"
"affärerna","1.0"
"autonomireform","1.0"
"tänker","32.0"
"täcker","1.0"
"kopplad","1.0"
"upphandlar","5.0"
"upphandlas","2.0"
"koldioxid","3.0"
"suggan","1.0"
"skam","1.0"
"kopplat","1.0"
"sitter","20.0"
"arbetsplatsen","1.0"
"10 800","1.0"
"jättemycket","1.0"
"arbetsplatser","4.0"
"äga","3.0"
"åldrarna","2.0"
"biståndsarbetare","1.0"
"ylva","14.0"
"gjorde","18.0"
"hjälp","14.0"
"ägs","1.0"
"berodde","1.0"
"helheten","4.0"
"konsumentverket","4.0"
"dåligt","8.0"
"kontrollen","2.0"
"omställningen","1.0"
"kontroller","1.0"
"övertygad","12.0"
"ockerliknande","1.0"
"energikommissionen","1.0"
"inser","5.0"
"rektorer","2.0"
"ske?","1.0"
"utarmat","1.0"
"graders","2.0"
"bankkonto","1.0"
"dåliga","4.0"
"14 000","1.0"
"sistnämnda","1.0"
"gradera","1.0"
"ersätta","4.0"
"utredningsman","1.0"
"långvarigt","1.0"
"antalet","28.0"
"arbetsplats","2.0"
"kontakterna","1.0"
"dystert","1.0"
"återföra","1.0"
"tänkt?","2.0"
"kraftig","1.0"
"tillsatte","2.0"
"omfattar","4.0"
"tillkom","1.0"
"granskning</em>","2.0"
"folkhälsan","2.0"
"handgranater","1.0"
"torvbrytningen","1.0"
"interpellationsdebatt","2.0"
"marknadskrafternas","1.0"
"agendan","2.0"
"starkare","5.0"
"långsiktigt","12.0"
"familjerna","1.0"
"marknadskrafterna:","1.0"
"utrustning?","1.0"
"åhörarläktaren","1.0"
"affär","2.0"
"2018?","1.0"
"oseriösa","1.0"
"mitt","15.0"
"beslutade","3.0"
"sker","23.0"
"utmärkt","4.0"
"föräldralösa","1.0"
"civiliserat","1.0"
"berömda","1.0"
"trafikplan","1.0"
"själv","29.0"
"s-kvinnor","1.0"
"hundratals","3.0"
"massövervakningslagen","1.0"
"2015?","1.0"
"långsiktiga","6.0"
"oljan","1.0"
"hyresgästföreningen","1.0"
"beteende?","1.0"
"man","685.0"
"poäng","3.0"
"delaktighet","4.0"
"visste:","1.0"
"henne","4.0"
"mat","1.0"
"minursos","2.0"
"tortyrkommitté","1.0"
"omröstning","1.0"
"månaden","5.0"
"flathet","1.0"
"tänkte","2.0"
"älv","1.0"
"månader","5.0"
"ingå","2.0"
"brottslingar","3.0"
"louise","1.0"
"respekten","1.0"
"kraftfullare","1.0"
"räkning","1.0"
"morgonen","1.0"
"införandet","2.0"
"järnvägsnät","1.0"
"armen","1.0"
"gynna","3.0"
"utöva","2.0"
"mening","3.0"
"vända","9.0"
"datainspektionen","3.0"
"inkomst","4.0"
"lista","1.0"
"belastning","1.0"
"statistiken;","1.0"
"citerar","1.0"
"rättssystem","2.0"
"generaldirektör","1.0"
"kolkraftverken","5.0"
"2014?","1.0"
"inne","23.0"
"expansionen","1.0"
"föddes","1.0"
"skrivbord","1.0"
"facket","1.0"
"från","226.0"
"säkrare","1.0"
"med","621.0"
"unionen:","1.0"
"boendet","1.0"
"personalomflyttningar","1.0"
"fanns","18.0"
"boendes","2.0"
"spontaninvandringen","1.0"
"men","350.0"
"titta","25.0"
"boenden","1.0"
"mer","151.0"
"djurskydd","4.0"
"statskontoret","1.0"
"kölvattnet","1.0"
"styrde","1.0"
"tankar","2.0"
"införlivas","1.0"
"funktionssätt","2.0"
"vinstintressen","1.0"
"statligt","9.0"
"är:","13.0"
"styrda","3.0"
"tackar","37.0"
"vinstintresset","1.0"
"inom","84.0"
"är?","1.0"
"stundtals","2.0"
"makthierarkierna","1.0"
"forskningen","4.0"
"princip","12.0"
"statliga","27.0"
"tvångsmedel","1.0"
"uppdragsgivare","1.0"
"slutrapporten","1.0"
"särbehandlas","1.0"
"ombildar","1.0"
"slakt","1.0"
"allra","11.0"
"brottsoffret","1.0"
"carema","2.0"
"blockader","1.0"
"diskrimineras","1.0"
"brottsoffren","1.0"
"blockaden","1.0"
"landsbygden","30.0"
"företrädesvis","1.0"
"inre","1.0"
"företrädare","3.0"
"välfärdsöverenskommelse","1.0"
"miljö","5.0"
"fånga","1.0"
"bestäms","1.0"
"världssamfundet","1.0"
"bestämt","2.0"
"landade","2.0"
"hbtq-aktivister","2.0"
"kärnkraftverk","9.0"
"telefonavlyssning","4.0"
"velat","5.0"
"nödstopp","1.0"
"dödsfall","2.0"
"främst","11.0"
"kärnfråga","1.0"
"mig","68.0"
"skola","6.0"
"lägst","1.0"
"studenter","2.0"
"ombilda","3.0"
"billig","1.0"
"förmånliga","2.0"
"utsatt","1.0"
"min","56.0"
"såtillvida","1.0"
"används","7.0"
"kriminaliteten","1.0"
"tysk-svenska","1.0"
"efter","50.0"
"utmaning","2.0"
"ledare","1.0"
"smygvägen","1.0"
"strategier","3.0"
"kompensera","1.0"
"småföretagare","1.0"
"medlemsland","1.0"
"inte","903.0"
"polis","1.0"
"europaparlamentets","1.0"
"autobahn","1.0"
"tjänstemän","2.0"
"fackföreningarna","1.0"
"sjöräddning","1.0"
"branschstöd","1.0"
"attackerna","1.0"
"folkhälsa","4.0"
"insyn","1.0"
"rättssäker","1.0"
"marknadsföring","1.0"
"talar","24.0"
"talas","1.0"
"ägnar","2.0"
"talat","4.0"
"djurs","2.0"
"ägnat","2.0"
"professionens","1.0"
"jätteentusiastisk","1.0"
"horisonten","1.0"
"erinra","1.0"
"slags","5.0"
"engagemanget","5.0"
"lyckades","1.0"
"smula","2.0"
"påstå","6.0"
"allvarligare","2.0"
"djuro","1.0"
"använda","24.0"
"innehållet","3.0"
"sträck","2.0"
"föräldrarna","4.0"
"längre","24.0"
"maktstrukturer","2.0"
"drivas","1.0"
"transpersoner","1.0"
"lagarna","2.0"
"vårdval","1.0"
"kände","3.0"
"överordnade","1.0"
"byggföretag","1.0"
"kontrollera","1.0"
"manliga","1.0"
"kända","2.0"
"myndighetsbeslut","1.0"
"strejker","1.0"
"smugglarnas","1.0"
"integritet","1.0"
"klausul","1.0"
"värderingsfråga","2.0"
"gjorts","8.0"
"knocke","1.0"
"gazas","1.0"
"olika","95.0"
"bitter","2.0"
"nära","8.0"
"ledande","3.0"
"skattebefriad","1.0"
"neddragningarna","1.0"
"åtgärda","1.0"
"refererade","1.0"
"anställningsform","4.0"
"komplettering","1.0"
"rutter","1.0"
"folkligt","1.0"
"miljöpartistiska","1.0"
"besättning?","1.0"
"miljöpartistiskt","1.0"
"kammare","3.0"
"inkomstskikt","1.0"
"spekuleras","1.0"
"folkliga","1.0"
"språkanalytiker","1.0"
"reaktor","1.0"
"fortfarande","29.0"
"intresserade","3.0"
"omständigheter?","1.0"
"klorkycklingar","1.0"
"övergrepp;","1.0"
"riktigt","38.0"
"tillståndet","1.0"
"förtjänade","1.0"
"erkännandepolitik","1.0"
"a-train","2.0"
"sällan","4.0"
"helikoptersystemet","1.0"
"rut-avdrag","1.0"
"tufft","2.0"
"konfirmera","1.0"
"revolution","1.0"
"skogsbranden.","1.0"
"tiotusentals","1.0"
"relation","3.0"
"helikoptersystemen","1.0"
"bråttom","2.0"
"excalibur","2.0"
"mos","2.0"
"mot","86.0"
"rättssäkerhet","4.0"
"tvångsvården","2.0"
"tuffa","1.0"
"wahlström","1.0"
"automatiskt","1.0"
"samhällsaktörer","1.0"
"still","2.0"
"fn-styrkan","1.0"
"beror","2.0"
"identiskt","1.0"
"huvudsak","1.0"
"tonvikt","1.0"
"marsvin","1.0"
"tillfrågade","1.0"
"företaget","15.0"
"företagen","15.0"
"parallell","1.0"
"välvilligt","1.0"
"centerpartiet","4.0"
"djupt","2.0"
"möjligheterna","3.0"
"samhällsbygget","1.0"
"orkar","1.0"
"energipolitiken","2.0"
"kvinnojoursrörelsen","1.0"
"skott","1.0"
"tensta","3.0"
"avkunnades","1.0"
"eu-beslut","1.0"
"djur-","1.0"
"lägsta","1.0"
"3 000","2.0"
"kommunpolitiker","1.0"
"grisexperimentet","2.0"
"rullar","2.0"
"regeringsbildningen","1.0"
"utöka","2.0"
"partnerskap","1.0"
"deprimerande","1.0"
"lämplig","4.0"
"ingenting","14.0"
"försvarsindustrin","1.0"
"<em>hans","1.0"
"jämställdhetspotter","1.0"
"säkerhetspolitiska","4.0"
"medlen","1.0"
"missbruka","2.0"
"kompensation","1.0"
"msb","8.0"
"prioriteringar","5.0"
"närmast","5.0"
"barrikaderna","1.0"
"existera","2.0"
"satsat","1.0"
"skona","1.0"
"200 000","2.0"
"djurområdet","1.0"
"uppbära","1.0"
"svappavaara","1.0"
"psykiskt","1.0"
"industrins","2.0"
"beslutsamhetens","1.0"
"deklarationer","1.0"
"investeringsavtalet","2.0"
"lastbil","2.0"
"härdkylning","3.0"
"deklarationen","2.0"
"medresenärer","1.0"
"säkerligen","1.0"
"psykiska","4.0"
"fördöma","1.0"
"overklighetskänslor","1.0"
"närmare","4.0"
"förkortats","1.0"
"riksdagsbeslutet","1.0"
"närmiljön","3.0"
"vapenvilan","1.0"
"samhälleliga","1.0"
"reflekterar","1.0"
"alliansens","1.0"
"mur","1.0"
"bästa","16.0"
"demokrati","10.0"
"bulvan","1.0"
"akutboenden","1.0"
"överlag","2.0"
"rättvist","1.0"
"investeringsbidragen","1.0"
"principfråga","2.0"
"högskolan","2.0"
"migrationsministern","13.0"
"sexuell","3.0"
"eu-omröstningen","1.0"
"synliggöra","4.0"
"assistans","5.0"
"gävle","6.0"
"100 000","8.0"
"existens","2.0"
"omsorg","4.0"
"satsar","10.0"
"satsas","1.0"
"desperata","2.0"
"sättas","2.0"
"sexualbrottslagen","1.0"
"eu:s","12.0"
"slag","4.0"
"enström","1.0"
"övrigt?","1.0"
"medskick","2.0"
"västsahara","15.0"
"privatbilism","1.0"
"störningar","1.0"
"tyckte","5.0"
"diskutera","11.0"
"heltid","7.0"
"<em>grip","2.0"
"säkerhetskrav","2.0"
"jag:","3.0"
"överdoserna","1.0"
"planläggningar","1.0"
"journalistiska","1.0"
"servicecenter","1.0"
"engagemang?","1.0"
"modellera","1.0"
"någonstans","10.0"
"åtskilliga","2.0"
"genomfört","3.0"
"vittnar","2.0"
"vittnat","1.0"
"chefer","1.0"
"fortsättningsvis","2.0"
"siffrorna","2.0"
"provinsen","1.0"
"enskilde","1.0"
"ämnet","3.0"
"finansiering","2.0"
"enskilda","17.0"
"debatten","39.0"
"bestånd?","1.0"
"löjligt","1.0"
"debatter","4.0"
"hittat","2.0"
"vindkraftsparken","1.0"
"snabbare","1.0"
"hittar","1.0"
"genomföra","7.0"
"beträffande","2.0"
"tenderar","1.0"
"privatiseras?","1.0"
"utredningar","5.0"
"faran","1.0"
"attityd","1.0"
"genomförs","1.0"
"borgerlig","5.0"
"genomförd","1.0"
"otrygghet","2.0"
"feminismen","1.0"
"miniminivå","1.0"
"förlorade","2.0"
"jaga","4.0"
"spelas","1.0"
"spelar","5.0"
"klimatområdet","1.0"
"tillhör","3.0"
"nyttan","1.0"
"klimattoppmötena","1.0"
"barnens","1.0"
"minurso","2.0"
"åsikt","6.0"
"politikens","3.0"
"redogjort","2.0"
"någonting","46.0"
"outgrundlig","1.0"
"talarstol","2.0"
"sätter","14.0"
"miljövinster","1.0"
"sättet","11.0"
"fortsätter","19.0"
"operationerna","1.0"
"mandatperioderna","1.0"
"avtalsvägen","1.0"
"utförligt","1.0"
"shingal","1.0"
"järnvägsmodellen","1.0"
"klimatministern","4.0"
"lönebildning","2.0"
"räntor","2.0"
"nationalstat","1.0"
"väktare","7.0"
"kusligt","1.0"
"borda","1.0"
"mammor","1.0"
"borde","52.0"
"rörelse","1.0"
"luftkvalitet","1.0"
"villaägare","1.0"
"riad","1.0"
"forskningsrapport","1.0"
"löper","2.0"
"göransson","1.0"
"politiker:","1.0"
"stigmatiseringen","1.0"
"reaktorerna","12.0"
"ämnar","2.0"
"kritiska","3.0"
"rapporter","7.0"
"deltagit","1.0"
"rapporten","5.0"
"länderna","5.0"
"krets","1.0"
"detalj","1.0"
"anknytning","1.0"
"komma","63.0"
"kreti","1.0"
"familj","5.0"
"öka","14.0"
"bevakningsområde","1.0"
"jakt","1.0"
"medan","13.0"
"fruktar","1.0"
"hävdar","5.0"
"språkrörskollega","1.0"
"sidorna","1.0"
"ojämlikhet","2.0"
"11 500","1.0"
"medeltemperaturhöjning","1.0"
"kunskap","2.0"
"gömma","1.0"
"skadestånd","3.0"
"utförliga","1.0"
"vinner","3.0"
"åka","11.0"
"råkar","4.0"
"gick","12.0"
"råkat","1.0"
"avgör","2.0"
"äldreomsorgen","2.0"
"personuppgifter","1.0"
"rikspolisstyrelsen","3.0"
"uppdrivna","1.0"
"stämt","4.0"
"mediefrihet","1.0"
"hamnar","11.0"
"åkt","1.0"
"socioekonomisk","2.0"
"hamnat","4.0"
"moral","1.0"
"dödlighet","1.0"
"vägarna","1.0"
"farliga","1.0"
"lånevillkor","1.0"
"kex-utredningen","1.0"
"utfallet","2.0"
"produktionen","2.0"
"partnership","1.0"
"bostadsrättshavare","1.0"
"tillgång","4.0"
"klämmen","1.0"
"barnets","2.0"
"höger","3.0"
"ränteavdrag","1.0"
"rollen","1.0"
"fullmäktigesalen","1.0"
"driver","13.0"
"andel","4.0"
"policyn","1.0"
"finnas","25.0"
"gräns","3.0"
"konkreta","12.0"
"oskarshamn 1","1.0"
"atollöar","1.0"
"spetsen","2.0"
"avreglerad","1.0"
"logik","4.0"
"israelisk","3.0"
"forskare","7.0"
"nöja","1.0"
"finansiera","5.0"
"stickprovskontroller","1.0"
"ogiltigförklarat","2.0"
"skärgårdsmiljön","1.0"
"ursäkta","3.0"
"medel","12.0"
"splittrar","1.0"
"aspekter","2.0"
"stegvis","2.0"
"splittrat","1.0"
"faktorerna","1.0"
"aspekten","1.0"
"livsinkomsten","1.0"
"justera","2.0"
"felinvestering","1.0"
"regleringsbrevet","1.0"
"koppar","2.0"
"tolv","1.0"
"avbryta","1.0"
"generationer","4.0"
"naturligtvis","18.0"
"arbetsmarknadsåtgärder","4.0"
"farligt","3.0"
"programperioderna","1.0"
"uruguay","2.0"
"förbereda","1.0"
"jernhusen","1.0"
"kilowatt","1.0"
"klimat","2.0"
"6 000","1.0"
"medge","1.0"
"eldsjälar","1.0"
"honom","2.0"
"arbetsmarknadsministerns","1.0"
"ensidigt","3.0"
"försvårats","1.0"
"entusiastiskt","1.0"
"kännedom","1.0"
"ned","30.0"
"bedömningen","1.0"
"nej","27.0"
"rekommendationer","1.0"
"högskolor","3.0"
"skrota","1.0"
"öppettider","1.0"
"periodisera","1.0"
"tiotals","2.0"
"välbeställd","1.0"
"klimatbistånd","1.0"
"åtgärd","4.0"
"miljonerna:","1.0"
"öre","1.0"
"påstås","1.0"
"upplysningsvis","1.0"
"samhället.","1.0"
"lokalvården","1.0"
"svenska","81.0"
"arbetsmarknadsminister","1.0"
"nöje","1.0"
"skattemässiga","1.0"
"nöjd","3.0"
"finner","2.0"
"drivit","8.0"
"klump","1.0"
"labourpartiet","1.0"
"mandate","1.0"
"andas","2.0"
"vapenvila","1.0"
"esbokonventionen","3.0"
"slog","4.0"
"faktisk","1.0"
"torg","1.0"
"snåriga","1.0"
"öppnas","1.0"
"öppnar","3.0"
"andan","1.0"
"rikt","5.0"
"karriärstjälpande","1.0"
"tydliggörs","1.0"
"svenskt","16.0"
"energiproduktion","1.0"
"översynen","1.0"
"rikedomar","1.0"
"samhällets","2.0"
"kärnkraftsavveckling","1.0"
"specifik","1.0"
"års","3.0"
"klimatpåverkan","1.0"
"cannabis","1.0"
"metoder","7.0"
"gymnasieskolan","1.0"
"välfärdssystem","1.0"
"havet","1.0"
"socialförsäkringssystemet","1.0"
"godtycke","2.0"
"åsa","30.0"
"arbetspendling","1.0"
"tillträde","2.0"
"miljön?","1.0"
"åläggs","2.0"
"sjunde","1.0"
"välfärdsområdet","1.0"
"oskäligt","1.0"
"fotografer","1.0"
"beläggning","1.0"
"deklarerade","1.0"
"fullt","11.0"
"ägarandel","1.0"
"innerstadsombildningar","1.0"
"klimatproblematik","1.0"
"kompetens","11.0"
"blickar","1.0"
"uttalanden:","1.0"
"öarna","1.0"
"involverad","1.0"
"elevers","1.0"
"sakens","1.0"
"debattämnet","1.0"
"befintliga","5.0"
"sluta","5.0"
"noggrant","1.0"
"samlade","6.0"
"blir:","2.0"
"oskäliga","1.0"
"ursäkt","1.0"
"tydligen","2.0"
"skapa","16.0"
"sluts","1.0"
"hbtq-frågor","3.0"
"vardagsrutiner","1.0"
"adjunkter","1.0"
"socialsekreterare","5.0"
"bilbränder","1.0"
"vägspärrar","1.0"
"botniabanan","1.0"
"avståndet","1.0"
"numera","4.0"
"involverat","1.0"
"delaktiga","1.0"
"involveras","3.0"
"satsning","3.0"
"småningom","1.0"
"mördande","1.0"
"osäkraste","2.0"
"samordna","1.0"
"framkant","1.0"
"fulla","2.0"
"lagrum","1.0"
"befattning","1.0"
"kommande","10.0"
"protester","2.0"
"strukturellt","1.0"
"sprängladdningar","1.0"
"strukturella","5.0"
"absoluta","1.0"
"förekommit","4.0"
"erfarenhet","4.0"
"biståndsminister","2.0"
"kvinnodominerat","1.0"
"motståndare","1.0"
"förstör","2.0"
"norrköping","1.0"
"infrastruktur","2.0"
"philip","3.0"
"slut","7.0"
"professionen","1.0"
"brottsliga","1.0"
"lärosäten","3.0"
"miljöer","4.0"
"slutsatser","1.0"
"grundskoleutbildning","1.0"
"ordinarie","2.0"
"metod","2.0"
"investering","2.0"
"obehag","2.0"
"kallades","1.0"
"rimligt","15.0"
"humanitär","1.0"
"hoppats","3.0"
"whatever","1.0"
"hjärtskärande","1.0"
"eu-parlamentet","2.0"
"restriktionerna","3.0"
"transporttjänst","1.0"
"jobba","27.0"
"nazistisk","3.0"
"skala","1.0"
"lärarna","3.0"
"egoistiska","1.0"
"kärnkraftsreaktorer?","1.0"
"talarstolar","2.0"
"banunderhållet","1.0"
"nått","1.0"
"registrerad","1.0"
"nog","27.0"
"paragraferna;","1.0"
"rimliga","3.0"
"fotografera","1.0"
"framöver","7.0"
"föräldraförsäkring","1.0"
"lindahl","6.0"
"skärgårdsborna","1.0"
"fungerande","9.0"
"bostadsbyggande","2.0"
"tillhörande","1.0"
"bucht","10.0"
"resultat","5.0"
"medierna","4.0"
"kunna","120.0"
"kvar","24.0"
"förskola","1.0"
"transportsystem","1.0"
"restriktioner","16.0"
"rederi-","1.0"
"område","18.0"
"minoriteter","1.0"
"marknadsavregleringar","1.0"
"jämlikhetsperspektivet","1.0"
"risk","9.0"
"kungsholmen","1.0"
"underlag","3.0"
"droger","3.0"
"<em>en</em>","2.0"
"drogen","1.0"
"slovakiska","2.0"
"kostnaderna","1.0"
"riva","3.0"
"långt","19.0"
"barnarbete","1.0"
"efterfrågat","2.0"
"lokalisera","1.0"
"finns?","1.0"
"lyft","6.0"
"nyhet","2.0"
"hjälpmedel","1.0"
"anpassa","1.0"
"livet","7.0"
"borra","1.0"
"mansdominerade","5.0"
"inleda","2.0"
"avkall","1.0"
"nsa","1.0"
"celler","1.0"
"blundar","1.0"
"livssituationen","1.0"
"förbättringspotential","1.0"
"farit","1.0"
"rättsliga","1.0"
"moderaten","1.0"
"sägs","3.0"
"olagligt","1.0"
"moderater","1.0"
"klassisk","1.0"
"nu:","1.0"
"kontroversiellt","1.0"
"ribban","1.0"
"säga","100.0"
"spanien","2.0"
"växthusgaser","1.0"
"resursstarka","1.0"
"borta","3.0"
"systematiskt","8.0"
"brottsling","1.0"
"designas","1.0"
"etta","1.0"
"långa","9.0"
"skattepengar;","1.0"
"förbindelser","1.0"
"yngre","2.0"
"kontroversiella","3.0"
"personuppgiftslagen","1.0"
"eu-lagstiftningen","1.0"
"brottsoffrets","1.0"
"lagstiftningen","17.0"
"påminna","6.0"
"bevilja","1.0"
"eu-förordning","1.0"
"naturligt","4.0"
"koncentrerats","1.0"
"svara","6.0"
"lösningarna","3.0"
"bättre","47.0"
"kräv","1.0"
"toppmötet","1.0"
"angripa","1.0"
"promemoria","1.0"
"svagastes","1.0"
"engagemang","8.0"
"hbtq-frågan","1.0"
"skyndsamt","6.0"
"beskriver","1.0"
"mänskliga","22.0"
"toppmöten","1.0"
"vanligaste","1.0"
"underhållsföretagen","1.0"
"statsrådet:","1.0"
"västsahara?","1.0"
"svart","2.0"
"försenat","1.0"
"upphandling","5.0"
"plugga","1.0"
"femte","1.0"
"styrningen","1.0"
"alltmer","2.0"
"meningen?","1.0"
"naturliga","1.0"
"marken","3.0"
"skadegörelse","3.0"
"skuldsanering","1.0"
"våldta","2.0"
"lantz","1.0"
"skolans","3.0"
"samverkan","4.0"
"utreddes","1.0"
"gömda","2.0"
"jörgen","2.0"
"andra","148.0"
"avsikt","1.0"
"skatt","4.0"
"yazidiska","2.0"
"brukarföreningarna","1.0"
"bfrågor","1.0"
"jerusalem","2.0"
"talade","3.0"
"hänsynslös","1.0"
"framtiden","14.0"
"risktagande","1.0"
"inleddes","2.0"
"aktualisera","1.0"
"efterfrågan","1.0"
"färdigutrustad","1.0"
"bidragande","1.0"
"efterfrågar","6.0"
"hemlighetsmakeri","1.0"
"mehrdad","1.0"
"himla","2.0"
"statsrådets","5.0"
"ordentligt","2.0"
"50 000","4.0"
"krisberedskapen","1.0"
"ipcc","1.0"
"slagit","1.0"
"nya","59.0"
"svårigheter","2.0"
"nye","2.0"
"hyreslägenhet","1.0"
"bestånd","2.0"
"blöjor","1.0"
"dålig","5.0"
"nuvarande","12.0"
"följde","3.0"
"tvångsvård","1.0"
"spädgrisar","1.0"
"insatsen","2.0"
"40 000-50 000","1.0"
"prisbilden","1.0"
"insatser","14.0"
"kanaler","2.0"
"upptäckte","2.0"
"redskap","1.0"
"upprörd","1.0"
"allierade","1.0"
"driftstopp","1.0"
"övertolka","1.0"
"kolet","1.0"
"människor","89.0"
"attrahera","1.0"
"närmiljö","1.0"
"styrmedel","2.0"
"breddas","2.0"
"naturvärden","2.0"
"följer","13.0"
"ekologiskt","2.0"
"ubåtsjakt","2.0"
"fokuserar","2.0"
"ukraina","2.0"
"fortsatt","6.0"
"tågtrafiken","2.0"
"fokuserad","1.0"
"fredlig","1.0"
"direkt","5.0"
"tilldelades","3.0"
"fisket","1.0"
"pleti","1.0"
"skral","1.0"
"isabella","6.0"
"sade:","2.0"
"mediala","1.0"
"spaning","1.0"
"konkurs","1.0"
"även","125.0"
"2030?","2.0"
"glädjebeskedet","1.0"
"felfritt","1.0"
"omarbeta","1.0"
"gällde","4.0"
"säkerhetsbestämmelser","1.0"
"pappamånaden","2.0"
"frivillig","1.0"
"avrättningar","1.0"
"innovation","1.0"
"justitieministern","1.0"
"timanställningar","2.0"
"utrikesminister","5.0"
"decennier","4.0"
"jämtin","1.0"
"ständig","1.0"
"medför","2.0"
"matbutiker","1.0"
"nämndes","1.0"
"handelsavtal","6.0"
"förstår","32.0"
"hänt","8.0"
"förstås","7.0"
"tjejen","1.0"
"kriminella","4.0"
"olika;","1.0"
"befrielse","1.0"
"stabilare","1.0"
"forskningsråden","1.0"
"säng","1.0"
"driften","1.0"
"tjejer","2.0"
"medialt","1.0"
"missbrukare","6.0"
"obyråkratiska","1.0"
"civilsamhällesfrågor","1.0"
"miljon","4.0"
"värdiga","3.0"
"debattera","4.0"
"ramverk?","1.0"
"nazistiska","8.0"
"pappers","1.0"
"skogen","1.0"
"utgång","1.0"
"excellenta","2.0"
"förtjänar","2.0"
"lastas","2.0"
"utgångsläget","1.0"
"värdigt","2.0"
"uppköp","1.0"
"fram?","1.0"
"upplever","2.0"
"arbetskraftsinsatser","1.0"
"samlad","1.0"
"samlas","1.0"
"samlar","2.0"
"intressant","14.0"
"nazistiskt","1.0"
"klordoppad","1.0"
"narkotikapolitik","3.0"
"ministern?","4.0"
"ministern:","3.0"
"skattenedsättningen","1.0"
"samlat","2.0"
"upplevde","2.0"
"restriktion","1.0"
"misskött","1.0"
"förmå","1.0"
"obyråkratiskt","1.0"
"här:","3.0"
"intressekonflikter","1.0"
"dimensionerande","2.0"
"utgöra","1.0"
"excellens:","1.0"
"glasögonen","2.0"
"väljer","12.0"
"drifta","7.0"
"skillnaderna","4.0"
"hälsosam","1.0"
"framgångsrikt","2.0"
"fokuserat","1.0"
"innefatta","2.0"
"gälla?","1.0"
"vaggan","1.0"
"förra","30.0"
"häktas","2.0"
"antagligen","2.0"
"klokare","1.0"
"carte","1.0"
"ansiktet","1.0"
"våldtäktslagstiftningen","1.0"
"befolkning","5.0"
"djurförsökscenter","1.0"
"partnerskapsland","1.0"
"lindahl:","1.0"
"framgångsrika","1.0"
"samhällsekonomin","2.0"
"förklara","7.0"
"viktigaste","7.0"
"ojämställda","1.0"
"häktad","3.0"
"skjutdagar","2.0"
"östeuropa","1.0"
"oerhört","15.0"
"pendeln","1.0"
"först","11.0"
"drar","8.0"
"föredöme","2.0"
"och","1848.0"
"häva","1.0"
"intensifiering","3.0"
"konfiskation","1.0"
"varför?","1.0"
"kostnaden?","1.0"
"drag","1.0"
"utrustas","2.0"
"dignitet","1.0"
"utvisa","1.0"
"slussa","2.0"
"sätt","81.0"
"hantera","3.0"
