"party","S"
"följdfrågorna","1.0"
"söderhamn","1.0"
"relationen","10.0"
"stan","3.0"
"§ 3","1.0"
"omvandlingen","1.0"
"stal","1.0"
"eurovinjetter","2.0"
"dyr","8.0"
"40","23.0"
"drivande","5.0"
"försvarsmusiken","4.0"
"knappen","1.0"
"42","1.0"
"klimatet","4.0"
"fjällräddning","1.0"
"43","2.0"
"papperen","3.0"
"underrättelseinformation","1.0"
"bara","510.0"
"44","2.0"
"45","5.0"
"avsätter","2.0"
"47","2.0"
"48","2.0"
"undervisar","2.0"
"49","2.0"
"isär","8.0"
"skänktes","1.0"
"verksamma","11.0"
"djurskyddsmyndigheten","1.0"
"genuin","1.0"
"kvinnor","316.0"
"effektiviserande","1.0"
"skattefråga","1.0"
"utmanar","1.0"
"barn","124.0"
"begynnande","1.0"
"50","21.0"
"tåglägen","1.0"
"52","2.0"
"53","1.0"
"solkurvor","1.0"
"3r","1.0"
"54","1.0"
"dörren","9.0"
"55","1.0"
"pragmatiskt","1.0"
"5?","1.0"
"revisionsrätten","1.0"
"pågår","90.0"
"mängden","2.0"
"momsfrågan?","1.0"
"enhälligt","1.0"
"proportionerlig","1.0"
"kryphål","1.0"
"arbetsmarknadssituation","1.0"
"kontrolluppgift","1.0"
"främjande","5.0"
"1 400","3.0"
"verklighetsbild","1.0"
"60","14.0"
"skrivning","4.0"
"välfärd","57.0"
"seminarium","2.0"
"bagdad","1.0"
"smiths","1.0"
"64","4.0"
"65","58.0"
"valfrihet","35.0"
"knäpper","1.0"
"66","1.0"
"67","4.0"
"republiken","7.0"
"69","1.0"
"refereras","1.0"
"refererar","7.0"
"bekymmer","14.0"
"hittills","36.0"
"myndighetsdialoger","1.0"
"föreställningsvärld","1.0"
"rattfulla","2.0"
"baklås","1.0"
"egendomsskyddsutredningen","3.0"
"processen?","1.0"
"välfärdsreformer","1.0"
"interpellerade","1.0"
"intresse","55.0"
"jättefint","3.0"
"pragmatiska","1.0"
"stödja","52.0"
"personalförsörjningen","5.0"
"oönskade","1.0"
"70","16.0"
"71","1.0"
"osse:s","3.0"
"72","1.0"
"socialnämnden","2.0"
"73","2.0"
"nytillträdande","2.0"
"gehör","4.0"
"74","4.0"
"pojkar","3.0"
"75","20.0"
"mångfasetterade","2.0"
"beslutsprocessen","2.0"
"76","3.0"
"77","3.0"
"patientens","1.0"
"78","2.0"
"föll","8.0"
"maru","6.0"
"mars","13.0"
"dörrar","2.0"
"omedelbar","8.0"
"anstalt","6.0"
"nedgrävda","1.0"
"skogsbranden","3.0"
"externa","5.0"
"hamnområdet","4.0"
"lagstiftningsförslag","2.0"
"dräglig","2.0"
"regionalpolitik","1.0"
"lanserat","1.0"
"varandras","7.0"
"sfi-lärare","4.0"
"benägna","1.0"
"skynda","4.0"
"mare","1.0"
"sondering","1.0"
"steg","87.0"
"historien","15.0"
"skaffat","1.0"
"förutsebart","1.0"
"alkoholförsäljningen","1.0"
"80","14.0"
"81","1.0"
"82","2.0"
"sten","42.0"
"84","1.0"
"85","6.0"
"stabilisera","1.0"
"mark","28.0"
"86","1.0"
"87","6.0"
"omorganisation","4.0"
"upprörande","3.0"
"sjöfartsstrategier","1.0"
"ohlsson","7.0"
"obetalda","14.0"
"historisk","2.0"
"trend","3.0"
"flertal","15.0"
"utformandet","1.0"
"föreslås","18.0"
"granskar","4.0"
"ifrågasatta","2.0"
"förebyggande","47.0"
"stig","16.0"
"norrbotniabanan","34.0"
"granskat","4.0"
"konsumenten","1.0"
"föreslår","67.0"
"granskas","9.0"
"retoriken","2.0"
"ifrågasatte","1.0"
"konsumenter","9.0"
"maud","3.0"
"seriöst","12.0"
"motståndet","3.0"
"prioriteringsplan","1.0"
"frusna","1.0"
"cederbratt","2.0"
"90","23.0"
"alkoholskatten","4.0"
"miljörörelsen","1.0"
"92","1.0"
"dimensionerades","1.0"
"ifrågasatts","1.0"
"94","1.0"
"95","5.0"
"fullföljdes","1.0"
"mats","13.0"
"interpellationen:","3.0"
"70 000","4.0"
"underentreprenörer","1.0"
"myndighetsledning","1.0"
"seriösa","5.0"
"eu-reglerna","5.0"
"ärendeprocesser","1.0"
"utredningskramarkänsla","1.0"
"alkoholskatter","3.0"
"psykiatri","3.0"
"kvinno-","1.0"
"staten","86.0"
"gammalt","1.0"
"rättssäkerhetssynpunkt","2.0"
"handleden","1.0"
"migrationsmyndigheten","3.0"
"avsatt","5.0"
"floder","1.0"
"systemtänkande","1.0"
"fjäder","1.0"
"eu-nämnden","22.0"
"interpellationen?","1.0"
"inkomstbortfallsprincipen","2.0"
"obefogad","1.0"
"förälskad","1.0"
"körkortsutbildningen","1.0"
"häggvik","2.0"
"följande:","9.0"
"föra","79.0"
"ensam","7.0"
"mobilapplikation","1.0"
"genomförandekommittén","3.0"
"anpassade","1.0"
"slaktande","1.0"
"europa","85.0"
"företagsrekonstruktion","1.0"
"civilisationernas","1.0"
"för;","1.0"
"låtsaskalkyler","1.0"
"positionsförflyttningarna","1.0"
"handelspolitik","9.0"
"järnvägsnätsbeskrivningen","1.0"
"utpassagen","1.0"
"förvärvsarbetande","2.0"
"opinion","1.0"
"aldrig","92.0"
"stil","1.0"
"inträdet","1.0"
"för-","1.0"
"försäljningen","9.0"
"12,7","1.0"
"spår","12.0"
"avisering","5.0"
"sanktionerar","1.0"
"sanktionerat","1.0"
"färdigutrett","3.0"
"positionsförflyttning","2.0"
"plötsligt","22.0"
"klick","1.0"
"oriktigt","1.0"
"förhärdade","1.0"
"elmarknadsinspektionen","1.0"
"tobaksproduktsdirektivet","1.0"
"badvattnet","2.0"
"spela","19.0"
"bevakningsföretags","2.0"
"enklaste","1.0"
"landsbygdsdepartementets","2.0"
"resolutioner:","1.0"
"marinteknisk","2.0"
"fört","22.0"
"förr","3.0"
"förs","13.0"
"fullständig","7.0"
"årsskiftet","5.0"
"asylskälen","1.0"
"folkrörelser","1.0"
"förekomma","3.0"
"begrepp","5.0"
"förd","1.0"
"före","59.0"
"gärningsmännen","2.0"
"minskade","32.0"
"skolinspektion","1.0"
"inkomstskattesidan","2.0"
"isils","7.0"
"ordväxling","2.0"
"prioriteringsordningen","1.0"
"politikområdenas","1.0"
"stod","23.0"
"restskatt","3.0"
"bjälken","1.0"
"blåsprov","1.0"
"diskriminering","23.0"
"västerbottens","1.0"
"investerings-","1.0"
"redogörelse","1.0"
"innebörden","3.0"
"<em>utökade","1.0"
"avlöva","1.0"
"prissättning","1.0"
"anklagelserna","1.0"
"friluftslivet","1.0"
"begåtts","8.0"
"fördelningen","22.0"
"huvuduppdrag","2.0"
"anders","65.0"
"kastades","1.0"
"frågan:","21.0"
"tydligaste","1.0"
"körkortsprovet","1.0"
"årtalshoppande","1.0"
"tågolycka","1.0"
"samtal?","1.0"
"övertro","2.0"
"99 000","2.0"
"tillsynsverksamheten","1.0"
"gemensamma","59.0"
"osäkerhet","27.0"
"avveckling","1.0"
"otålighet","1.0"
"begåvad","2.0"
"ovarsamt","1.0"
"avtalet?","1.0"
"nyanställningar","2.0"
"pinnjakten","3.0"
"församlingens","1.0"
"mörka","1.0"
"lobbyorganisationer","1.0"
"myndighetsutövningen","1.0"
"omänsklig","5.0"
"minimala","1.0"
"energimix","1.0"
"renaste","1.0"
"brand-","1.0"
"asylrättsliga","1.0"
"version","2.0"
"jävligt","1.0"
"stor","302.0"
"precisera","4.0"
"landsbygdsdepartement","1.0"
"stop","1.0"
"samverkansprogram","2.0"
"världshandelssystem","2.0"
"utrikesfödda","3.0"
"begåvat","7.0"
"balanserade","1.0"
"fölster","31.0"
"miljörelaterade","1.0"
"weimer","4.0"
"hotbild","5.0"
"3r-center","1.0"
"odling","7.0"
"wikipedia","1.0"
"väg?","5.0"
"landsbygdsbo;","1.0"
"rederinäring","1.0"
"domarna","1.0"
"stund","11.0"
"våldtäktsutredningar","3.0"
"el-","1.0"
"förvaltningsnivåer","1.0"
"åsling","17.0"
"kvotering","7.0"
"väg-","2.0"
"effektivitetssynpunkt","1.0"
"tv-spel","1.0"
"angelägna","23.0"
"uddholm","1.0"
"omprioriteringar","2.0"
"oppositionsroll","2.0"
"framgång","14.0"
"uppsägningar","3.0"
"eurovinjett","2.0"
"konsumtionsstimulans","3.0"
"fokusering","1.0"
"bekymrade","2.0"
"ekg","1.0"
"jämställdhetsaspekten","1.0"
"snuddade","1.0"
"allianskamrater","1.0"
"500 000","4.0"
"illustrerar","1.0"
"flyktingkvinnor","1.0"
"vapenlicens","1.0"
"arbetsprocessen","1.0"
"klimatmål","1.0"
"därpå","1.0"
"museet","1.0"
"integrerats","1.0"
"praktikplats","2.0"
"utbildningsmöjligheter","1.0"
"försvarsbudgeten","2.0"
"ärekränkning","1.0"
"trosutövning","1.0"
"olivlundar","1.0"
"hammarberghs","2.0"
"avstannar","3.0"
"arbetstagarnas","2.0"
"vägt","2.0"
"vägs","1.0"
"referensgrupp","1.0"
"investeringsbidrag","1.0"
"minister","28.0"
"socialsekreterarens","1.0"
"utbetalning","2.0"
"effekt","84.0"
"packas","1.0"
"väga","12.0"
"vårdpersonal","2.0"
"hemlighet","1.0"
"finstorps","1.0"
"en?","1.0"
"uppfatta","2.0"
"avtalen?","1.0"
"verksamhetsföremål","1.0"
"väl:","1.0"
"erbjöds","2.0"
"illojala","1.0"
"egenskap","3.0"
"olämplig","3.0"
"lockande","3.0"
"trafikverkets","3.0"
"polfjärd","2.0"
"tränger","2.0"
"ena","54.0"
"framkomlighet","1.0"
"partipolitiska","3.0"
"ene","3.0"
"fängelsetiden","1.0"
"smällen","1.0"
"brukare","18.0"
"bryter","14.0"
"strå","1.0"
"sprututbytesverksamheten","1.0"
"antibiotika?","1.0"
"g20","1.0"
"postservice","1.0"
"sprututbytesverksamheter","4.0"
"turer","1.0"
"dagligt","1.0"
"handlingskraftiga","1.0"
"ens","58.0"
"kulturmiljö","2.0"
"svenskundervisning","1.0"
"forum","15.0"
"illojalt","1.0"
"landstingsledningen","1.0"
"gruva","1.0"
"gissningslek","1.0"
"stiftas","1.0"
"handlingskraftigt","1.0"
"fiskeranson","1.0"
"upphov","3.0"
"juntti","6.0"
"education","1.0"
"cyklar","2.0"
"<em>record</em><em>","1.0"
"eop","1.0"
"styr","26.0"
"arbetsfokuserad","1.0"
"samfälld","1.0"
"jordbruksprodukter","1.0"
"regionens","2.0"
"kvadratkilometer","3.0"
"samfällt","6.0"
"anskaffning","1.0"
"trettonde","1.0"
"blandade","1.0"
"ekot","1.0"
"kunskapsnivån","2.0"
"valen","1.0"
"gruvföretag","1.0"
"roll-","1.0"
"levande","6.0"
"er:","1.0"
"energiomställningen","1.0"
"damberg:","1.0"
"70-åringar","1.0"
"därom","6.0"
"valet","41.0"
"återbetalning","1.0"
"ingången","3.0"
"nej?","1.0"
"funktionsnedsättning","6.0"
"verksam","1.0"
"trängas","2.0"
"överflyttning","7.0"
"drunkna","2.0"
"soffa","1.0"
"vänt","3.0"
"utfästelse","3.0"
"medicinkunskap","1.0"
"regelskillnader","1.0"
"persson","16.0"
"stuva","1.0"
"era","21.0"
"göranden","1.0"
"kommunplaceringen","1.0"
"uppföljning","14.0"
"mängder","6.0"
"rolig","4.0"
"studieorten","1.0"
"markering:","1.0"
"egenproducerat","1.0"
"ansvarar","24.0"
"näringsliv","36.0"
"förvaltningens","3.0"
"smidigt","3.0"
"godsstråket","1.0"
"studentbostäder","2.0"
"sekretessen","2.0"
"ert","4.0"
"brytas","1.0"
"miljökvalitetsmålen","4.0"
"acceptabelt","1.0"
"känt","13.0"
"usa-ledda","1.0"
"ursprungligen","2.0"
"grundlag","3.0"
"hållande","1.0"
"reformtakt","1.0"
"bbic","2.0"
"omsätter","2.0"
"vandra","2.0"
"känd","2.0"
"avgång","5.0"
"eu-","1.0"
"åkermarken","1.0"
"framträdande","1.0"
"klotter","1.0"
"debatterna","6.0"
"återuppta","5.0"
"spice","3.0"
"oeniga","1.0"
"tveksamt","1.0"
"eu;","1.0"
"grupp","41.0"
"polisresurser","2.0"
"eu:","1.0"
"spetsa","1.0"
"brevlådan","1.0"
"kompetensen;","1.0"
"bostad","26.0"
"akalla","6.0"
"huvudmotiv","1.0"
"slutsatser?","1.0"
"ett","3205.0"
"klamrar","1.0"
"nystartade","1.0"
"statssekreterare","8.0"
"miljöskatter","1.0"
"formfråga","1.0"
"skattepolitiken","2.0"
"förmodligen","15.0"
"återuppväcka","1.0"
"ingångar","4.0"
"rådgivningsmöjligheter","1.0"
"kärnuppgiften","1.0"
"arbetaryrken","1.0"
"basplattan","1.0"
"polisen;","1.0"
"kärnuppgifter","1.0"
"sammanslagning","1.0"
"rättesnöre","1.0"
"genomlysning","2.0"
"auktoriserats","1.0"
"grund","154.0"
"it-brottsbekämpning","1.0"
"föränderliga","1.0"
"lekstuga","1.0"
"värt","8.0"
"avvisa","6.0"
"utredningstiden","2.0"
"välskött","4.0"
"forma","5.0"
"valde","41.0"
"byggnadsarbetare","3.0"
"regeringsbeslutet","1.0"
"islam","5.0"
"spänningar","1.0"
"qarlsson","9.0"
"hotfull","1.0"
"ansvaret","73.0"
"värd","3.0"
"frysning","2.0"
"regeringsbesluten","1.0"
"diagrammet","2.0"
"gävleborgs","1.0"
"bostadsbubblor","1.0"
"talartiden","2.0"
"biljettinformationen","2.0"
"källare","1.0"
"diagrammen","2.0"
"forna","1.0"
"ewa","5.0"
"bedömdes","4.0"
"valda","3.0"
"polisens","48.0"
"mjölkpulver","1.0"
"försäljningsbara","1.0"
"arbetssökande","6.0"
"somatisk","1.0"
"fallgropar","1.0"
"27 000","1.0"
"martin","1.0"
"klistra","2.0"
"produktiviteten","8.0"
"skärmar","1.0"
"ledamöter","41.0"
"fritidsverksamhet","1.0"
"arbetsmarknadsinsatser","1.0"
"summor","10.0"
"heckscher","5.0"
"insatsförsvar","1.0"
"privatpersoner","6.0"
"civilt","6.0"
"transportslag","17.0"
"fredsprocessen","4.0"
"utlänningskontroll","3.0"
"effektiv","39.0"
"fredsprocesser","1.0"
"avskyvärda","4.0"
"nere","5.0"
"kollektivavtalstäckning","1.0"
"terroristorganisationerna","1.0"
"upphandlingslagstiftning","1.0"
"flygområdet","1.0"
"bevakningsbranschen","1.0"
"civila","37.0"
"migrationsdomstol","1.0"
"resonemanget","5.0"
"industriområde","1.0"
"politiseras","2.0"
"samtycke","2.0"
"storstad","3.0"
"pensionärerna","6.0"
"examen","2.0"
"kommunicera","1.0"
"bistår","1.0"
"konsumentupplysning","1.0"
"snabbfotad","1.0"
"hemligt","3.0"
"hemliga","1.0"
"stämma","3.0"
"utjämningen","5.0"
"underteckna","1.0"
"industriella","1.0"
"holländskt","1.0"
"talarna","3.0"
"sparbanker","1.0"
"förare","9.0"
"byggt","10.0"
"byggs","13.0"
"yrken","10.0"
"holländska","4.0"
"utmaningar","82.0"
"friska","9.0"
"förfallit","1.0"
"överblickbarhet","1.0"
"krigsbrott","1.0"
"bygge","3.0"
"levnadsvillkoren","1.0"
"släpa","1.0"
"förnekbarhet","1.0"
"bygga","105.0"
"friskt","1.0"
"kommunikationslänkarna","1.0"
"späder","1.0"
"arbeta","190.0"
"arbetstagarorganisationer","1.0"
"arbete","517.0"
"tamdjurshållningen","1.0"
"hanteras","40.0"
"väva","1.0"
"graf","1.0"
"hanterat","4.0"
"samhällsomvandling","1.0"
"branschinflytande","1.0"
"hanterar","40.0"
"väntetider","3.0"
"kraftöverföringssystem","1.0"
"vallöften","2.0"
"arbetsmarknad","51.0"
"gram","2.0"
"ordförandeskapet","5.0"
"palestinska","18.0"
"grundlig","1.0"
"asylland","1.0"
"statssekreterargrupp","1.0"
"förar-","1.0"
"fartygs","1.0"
"kommunperspektivet","1.0"
"svaveltillsyn","1.0"
"arbetsmarknads-","5.0"
"minoritetsregering","1.0"
"stigit","3.0"
"överensstämmelse","3.0"
"markerade","2.0"
"grad","46.0"
"vakna","1.0"
"yrket","3.0"
"7 208","1.0"
"insats","14.0"
"skogsbränder","1.0"
"fällande","6.0"
"insatt","4.0"
"danskarna","3.0"
"enheten","1.0"
"utnyttjande","7.0"
"interpellationerna","22.0"
"enheter","3.0"
"livsmedelsverket","1.0"
"könsuppdelad","1.0"
"suga","1.0"
"hållhake","1.0"
"timmar?","1.0"
"magiskt","1.0"
"uppmärksammas","3.0"
"uppmärksammat","2.0"
"ingenstans","5.0"
"personalen","29.0"
"regelkrångel","1.0"
"tätbebyggda","6.0"
"växt","3.0"
"uttryckte","5.0"
"jämställdhet;","1.0"
"förbindelserna","1.0"
"djupet","3.0"
"uttryckts","1.0"
"alkoholpåverkad","2.0"
"ansvarstagandet","2.0"
"medelstora","12.0"
"väsensskilt","1.0"
"växa","17.0"
"kontrakten","3.0"
"neets","1.0"
"brunkol","2.0"
"förorter","2.0"
"kontraktet","1.0"
"lyhördhet","5.0"
"magiska","1.0"
"undrar","36.0"
"börsmäklaren","3.0"
"affärsförbindelser","1.0"
"nyckelgrupp","1.0"
"katten:","1.0"
"kilowattimme","1.0"
"undra:","1.0"
"avsattes","1.0"
"indikatorer","1.0"
"utmaningen","20.0"
"resurseffektiv","3.0"
"understrykas","1.0"
"jordbruk","20.0"
"bedömning","106.0"
"släkt","1.0"
"överlagt","1.0"
"timmars","4.0"
"vidareutreder","1.0"
"grej","3.0"
"osannolikt","2.0"
"legitimt","3.0"
"varvsindustrin","4.0"
"gren","1.0"
"julen","1.0"
"förarutrymmet","1.0"
"arbetslivserfarenhet","3.0"
"lönestrukturen","1.0"
"kvalitetssäkra","1.0"
"legitima","2.0"
"urban","1.0"
"ekosystem","1.0"
"betrakta","3.0"
"israel","30.0"
"musikkårs","2.0"
"1 500","4.0"
"yrkat","1.0"
"window","2.0"
"skattefri","4.0"
"stiger","3.0"
"reducering","2.0"
"humaniora","11.0"
"infördes","24.0"
"debatterat","5.0"
"förtidspensioneringar","1.0"
"kringgå","1.0"
"sjukvårdssystemet","2.0"
"avtjänat","1.0"
"integritetskränkande","4.0"
"remissutfallet","2.0"
"lediga","24.0"
"far","8.0"
"möttes","2.0"
"avväganden","1.0"
"fas","7.0"
"driftsform","3.0"
"otillräckliga","2.0"
"regeringskris","1.0"
"frodas","1.0"
"plan","31.0"
"ledigt","1.0"
"endossera","1.0"
"fullgott","3.0"
"resten","15.0"
"kostnadsskäl","1.0"
"utredningstid","1.0"
"debatterad","1.0"
"ersätter","3.0"
"skapats","12.0"
"hjälmereds","5.0"
"försvarsexportmyndigheten","4.0"
"pensionsprodukt","1.0"
"minoriteterna","1.0"
"debatterar","4.0"
"debatteras","4.0"
"elak","1.0"
"obekväma","2.0"
"talaren","2.0"
"bevakningsverksamhet","1.0"
"landskrona","18.0"
"positiv","38.0"
"rättstrygghet","1.0"
"hamnade","4.0"
"barnpassning","1.0"
"förnamn","1.0"
"dessutom","148.0"
"\*","376.0"
"rikspolischef","1.0"
"räntorna","2.0"
"understryker","5.0"
"reformarbete","2.0"
"fakturaskojeri","1.0"
"förgröningen","11.0"
"trädde","4.0"
"bundenheten","1.0"
"levererats","1.0"
"formella","8.0"
"snabbspårstrafik","1.0"
"personnummer","2.0"
"ankomstlandet","1.0"
"upphandlade","2.0"
"möjligheter?","1.0"
"utkast","1.0"
"samling","2.0"
"formellt","2.0"
"exportinkomster","1.0"
"klimat-","17.0"
"återrapportera","1.0"
"återupptas","3.0"
"bombningar","2.0"
"oklarheter","4.0"
"övergå","1.0"
"övergångsfas","1.0"
"snedvrider","2.0"
"genomslag","8.0"
"palett","3.0"
"långsiktigheten","2.0"
"sjöfarts-","1.0"
"bygglov</em>","1.0"
"verksamhetsstatistik","1.0"
"samrådsgrupp","1.0"
"kulturrörelsen","1.0"
"belgien","3.0"
"fel","85.0"
"baltikum","7.0"
"fem","41.0"
"effekten","22.0"
"försvarsområdet","1.0"
"ett-kina-politiken","1.0"
"effekter","71.0"
"ören","1.0"
"skrivelser","2.0"
"personalstyrkan","2.0"
"livskraftig","3.0"
"sverigebygget","1.0"
"ändamål","10.0"
"kvinnoförtrycket","1.0"
"släckningsinsatser","1.0"
"sunt","3.0"
"sanning","4.0"
"framgått","2.0"
"storleksklassen","1.0"
"medbeslutandet","1.0"
"arbetsmarknadspolitiken","30.0"
"utfärdade","2.0"
"tjänstemännen","1.0"
"staplingar","1.0"
"handledartillstånd","1.0"
"norlén","6.0"
"vräkt","1.0"
"ffi","1.0"
"presenten","1.0"
"tredjeland","1.0"
"moderaterna","141.0"
"samlingspunkt","1.0"
"provtagningar","1.0"
"sund","1.0"
"funderas","1.0"
"hund","3.0"
"funderat","2.0"
"funderar","13.0"
"kammarrätten","1.0"
"höften","2.0"
"lönesubvention?","1.0"
"omfatta","12.0"
"inläggen","11.0"
"elev","2.0"
"miljarden?","2.0"
"etappmålen","1.0"
"avtalsperioder","1.0"
"inlägget","7.0"
"elen","1.0"
"byråkrati","5.0"
"luftfartssäkerhet","2.0"
"underställda","1.0"
"statsbidrag","1.0"
"omläggning","3.0"
"straff","13.0"
"rågsjös","1.0"
"araber","1.0"
"resenärers","1.0"
"barnfamiljer","1.0"
"kallt","4.0"
"ett-land-två-system","1.0"
"fiffiga","3.0"
"bombar","2.0"
"kalla","30.0"
"utarbetas","2.0"
"vårdcentralens","1.0"
"deltar","22.0"
"utarbetat","2.0"
"utvecklingssamarbete","2.0"
"flyktingmottagandet","1.0"
"möjligheten?","1.0"
"medborgarlöften","1.0"
"kvalitetsarbete","1.0"
"arbetsmarknaden","275.0"
"grundanalysen","1.0"
"huvuddelen","3.0"
"uselt","2.0"
"konkurrensnackdel","1.0"
"hur?","2.0"
"hänvisade","4.0"
"servicepunkter","4.0"
"tillkännagivande","28.0"
"jämför","14.0"
"ändrats","1.0"
"tandlös","3.0"
"bär","7.0"
"invigning","1.0"
"kommunledningar","2.0"
"riksdagshuset","2.0"
"industristad","1.0"
"fin","3.0"
"nedskärningar","5.0"
"kommersialiseringen","1.0"
"attefallshus","2.0"
"framtidens","8.0"
"fond","1.0"
"båt","4.0"
"terroriststridande","3.0"
"kanske","376.0"
"gränssnitt","1.0"
"cross-border","1.0"
"mammamånader","1.0"
"pension","29.0"
"verifierat","1.0"
"2020-strategin","1.0"
"geografisk","3.0"
"ab","7.0"
"uppgett","1.0"
"grov","10.0"
"mystiskt","1.0"
"af","1.0"
"panik","1.0"
"an","19.0"
"entreprenörskapets","1.0"
"au","1.0"
"av","4251.0"
"eu-rätten","13.0"
"sjönäringen","1.0"
"folk","26.0"
"telefonnummer","1.0"
"hemkommun","2.0"
"uppstått","4.0"
"framtiden?","2.0"
"be","8.0"
"landskronavarvet","8.0"
"dragit","10.0"
"interpellationer","410.0"
"bo","30.0"
"underbyggda","1.0"
"interpellationen","134.0"
"konkurrentländer","5.0"
"förtvivlat","1.0"
"ca","25.0"
"järnvägsplaner","2.0"
"fortsättningen","13.0"
"tågsträckning","1.0"
"urholkar","1.0"
"urholkas","2.0"
"norrbotten","9.0"
"förtvivlad","1.0"
"danmark","30.0"
"enormt","18.0"
"ersättningsnivåerna","1.0"
"attraktionskraft","1.0"
"e4","7.0"
"rymmer","4.0"
"våga","9.0"
"ställningstagande","8.0"
"vargstammen","1.0"
"fly","1.0"
"fn:","1.0"
"rymmen","1.0"
"partner","12.0"
"blivit:","1.0"
"intrånget","1.0"
"utöver","31.0"
"inhämtar","1.0"
"skylla","2.0"
"renar","1.0"
"enorma","8.0"
"inhämtas","1.0"
"ingående","3.0"
"godstransporterna","2.0"
"förnyelsen","1.0"
"arabländerna","1.0"
"de","4045.0"
"turister","2.0"
"startats","1.0"
"bemödar","1.0"
"politik?","1.0"
"bemödat","1.0"
"funnit","1.0"
"tryggad","3.0"
"dn","2.0"
"extern","6.0"
"varvsanläggningen","1.0"
"tvärtom:","1.0"
"fmv","2.0"
"oreda","1.0"
"henrikssons","4.0"
"asylprövningar","1.0"
"dumheter","1.0"
"du","148.0"
"effektivisering","11.0"
"tjeckisk","2.0"
"validera","1.0"
"elsidan","1.0"
"kriminalvårdens","6.0"
"fastna","2.0"
"självmant","1.0"
"kuslig","1.0"
"barnperspektiv","1.0"
"virtuell","1.0"
"momsfrågan","1.0"
"snart","29.0"
"inriktningar","1.0"
"ordningsfråga","3.0"
"skanskas","1.0"
"ej","2.0"
"ek","1.0"
"varierade","1.0"
"el","5.0"
"scheman","1.0"
"en","6390.0"
"centralt","17.0"
"rejäl","6.0"
"hitta","128.0"
"idrottare","5.0"
"parodiskt","1.0"
"er","72.0"
"upprepa","19.0"
"eu","194.0"
"dike","1.0"
"önskan","5.0"
"produktivitet","7.0"
"situationen?","1.0"
"papper","4.0"
"tillvaro","2.0"
"ladorna","7.0"
"centrala","18.0"
"önskad","1.0"
"fog","1.0"
"deltid","11.0"
"väpnat","2.0"
"regelefterlevnaden","1.0"
"fn","30.0"
"fot","5.0"
"önskar","38.0"
"önskas","1.0"
"önskat","9.0"
"inriktningsperioden","1.0"
"uttrycket","2.0"
"hälsotillstånd","1.0"
"högskola","10.0"
"väpnad","1.0"
"gymnasiet?","2.0"
"uttrycker","12.0"
"glömmer","3.0"
"alert","2.0"
"dina","7.0"
"åstadkoms","1.0"
"skaraborgare","1.0"
"trafiksituationen","1.0"
"ge","230.0"
"våld","31.0"
"kommunikation","13.0"
"digital","1.0"
"bilaga","1.0"
"<em>ett","2.0"
"gp","1.0"
"förmåga","34.0"
"tillträdde","21.0"
"svängningarna","1.0"
"skatterabatter","1.0"
"långbänk","2.0"
"form","93.0"
"genom","371.0"
"i?","3.0"
"tillverkning","2.0"
"valfridsson","1.0"
"ha","887.0"
"arbetsplats?","1.0"
"fort","40.0"
"socialdemokraterna","60.0"
"skattesubventionen","1.0"
"utförarna","1.0"
"då","683.0"
"skattesubventioner","4.0"
"deltog","8.0"
"autogiro","1.0"
"asylprövningen","1.0"
"gläder","10.0"
"fn-organ","1.0"
"kamraterna","2.0"
"dö","2.0"
"mötesplats","1.0"
"värnplikten","2.0"
"fri","14.0"
"sysselsättning","62.0"
"prövningens","1.0"
"dramatiskt","5.0"
"entreprenörskapsforumet","1.0"
"regleringar","3.0"
"ii","2.0"
"musiklivet","1.0"
"penilla","1.0"
"källinhämtning","1.0"
