"party","M"
"härdkylningen","2.0"
"delårsrapporten","1.0"
"gymnasietid","1.0"
"lagför","1.0"
"sanktionerat","1.0"
"positionsförflyttning","1.0"
"staffanstorpshus","1.0"
"asyl-","1.0"
"plötsligt","27.0"
"insinuerar","1.0"
"spela","11.0"
"äldrepolitisk","1.0"
"appar","1.0"
"säkerhetsråd?","1.0"
"utställningar?","1.0"
"fört","7.0"
"bestickande","1.0"
"tioårig","7.0"
"detaljstyrning","1.0"
"förr","13.0"
"förs","6.0"
"årsskiftet","8.0"
"förekomma","1.0"
"begrepp","7.0"
"missuppfattat?","1.0"
"före","125.0"
"gärningsmännen","2.0"
"minskade","27.0"
"obemärkt","1.0"
"lönekostnad","1.0"
"oriktiga","1.0"
"utövande","1.0"
"genomdriva","4.0"
"stod","21.0"
"friskolornas","1.0"
"diskriminering","1.0"
"förskollärarna","1.0"
"aktörernas","1.0"
"investerings-","1.0"
"redogörelse","6.0"
"ees","1.0"
"innebörden","3.0"
"prissättning","1.0"
"köerna","1.0"
"karaktären","1.0"
"friluftslivet","8.0"
"begåtts","2.0"
"fördelningen","4.0"
"anders","38.0"
"frågan:","30.0"
"tydligaste","2.0"
"knappar","1.0"
"samtal?","1.0"
"skickade","5.0"
"frågan.","1.0"
"erkännandedoktrin","1.0"
"jobbtillväxten","5.0"
"gemensamma","24.0"
"osäkerhet","49.0"
"jävliga","1.0"
"avveckling","5.0"
"krossa","2.0"
"ovarsamt","1.0"
"innovationsrådet","1.0"
"avtalet?","1.0"
"marknadsföra","1.0"
"mörka","2.0"
"huserat","1.0"
"försvarsförhandlingar","2.0"
"speciallärarutbildningen","1.0"
"förevändning","1.0"
"fastslå","2.0"
"renaste","1.0"
"påträffats","2.0"
"eu-agerande","1.0"
"mejerier","1.0"
"stor","185.0"
"stop","2.0"
"avtalet.","1.0"
"utrikesfödda","3.0"
"men..","1.0"
"påtvingas","1.0"
"ej?","1.0"
"balanserade","2.0"
"hästnäringen","1.0"
"barnfamiljerna","1.0"
"hotbild","2.0"
"odling","1.0"
"smällar","2.0"
"laddhybrider","1.0"
"väg?","1.0"
"myggår","2.0"
"ned?","2.0"
"stund","5.0"
"sportlovet","1.0"
"individnivå","5.0"
"näringssmoothies","1.0"
"våldtäktsutredningar","1.0"
"flygtiderna","1.0"
"åsling","6.0"
"kvotering","2.0"
"tidsparameter","1.0"
"överta","2.0"
"väg-","1.0"
"angelägna","6.0"
"stuns","1.0"
"direktör","1.0"
"omprioriteringar","2.0"
"oppositionsroll","1.0"
"framgång","6.0"
"uppsägningar","3.0"
"bränslekostnaderna","2.0"
"bekymrade","4.0"
"museer","10.0"
"illustreras","1.0"
"500 000","7.0"
"illustrerar","1.0"
"vapenlicens","1.0"
"klimatmål","2.0"
"därpå","1.0"
"bevishantering","1.0"
"neet","1.0"
"försvarsbudgeten","1.0"
"skolorganisationen","1.0"
"byggmaterial","1.0"
"arbetstagarnas","1.0"
"vägs","2.0"
"minister","18.0"
"kvitterat","1.0"
"effekt","57.0"
"basindustrier","1.0"
"väga","8.0"
"sanera","2.0"
"hemlighet","2.0"
"1960-talet","1.0"
"brukats","1.0"
"näringsfråga","1.0"
"uppfatta","7.0"
"landvetter","1.0"
"systembolagsbutiken","1.0"
"uppfann","1.0"
"marknadsmisslyckandena","1.0"
"senare?","1.0"
"egenskap","1.0"
"olämplig","1.0"
"allmänpreventiv","1.0"
"lockande","1.0"
"trafikverkets","2.0"
"strand","5.0"
"tränger","6.0"
"finansmarknadsforskningsområdet","1.0"
"svartmålar","1.0"
"ena","46.0"
"asymmetriska","2.0"
"gynnsamma","2.0"
"käka","1.0"
"avveckling?","1.0"
"brukare","3.0"
"jobbframväxt","1.0"
"bryter","10.0"
"strå","1.0"
"piskan","1.0"
"turen","1.0"
"mörkt","1.0"
"turer","1.0"
"ens","85.0"
"forum","4.0"
"stiftar","1.0"
"2012/13","1.0"
"bibeln","2.0"
"gissningslek","1.0"
"delgivningslagen","1.0"
"rapporteringen","1.0"
"upphov","5.0"
"försvarsmyndigheterna","1.0"
"cyklar","1.0"
"education","2.0"
"totalvikt","1.0"
"högtidliga","1.0"
"hjälporganisation","1.0"
"styr","22.0"
"godstågstrafik","1.0"
"storstilade","2.0"
"regeringsförslag","2.0"
"ansträngning","2.0"
"regionens","2.0"
"roll?","1.0"
"häromdagen:","1.0"
"samfällt","4.0"
"valen","1.0"
"medlemsorganisationer","1.0"
"levande","4.0"
"damberg?","1.0"
"er?","1.0"
"regelverkets","1.0"
"gödsling","2.0"
"väl?","1.0"
"dagblad","2.0"
"därom","4.0"
"sjukförsäkringsbegreppet","1.0"
"1 600","2.0"
"valet","118.0"
"nej?","8.0"
"funktionsnedsättning","1.0"
"verksam","3.0"
"egenproducerad","1.0"
"trängas","1.0"
"jätteangelägna","1.0"
"kulturarv","4.0"
"överflyttning","5.0"
"vänt","4.0"
"yrkesverksamma","1.0"
"korthugget","2.0"
"persson","38.0"
"era","19.0"
"göranden","1.0"
"uppföljning","4.0"
"mängder","4.0"
"rolig","1.0"
"gemensamt.","1.0"
"<em>veta</em>","1.0"
"ansvarar","8.0"
"näringsliv","21.0"
"smidigt","2.0"
"studentbostäder","1.0"
"godsstråken","1.0"
"ert","8.0"
"brytas","5.0"
"trångbott","1.0"
"hetsig","1.0"
"fredagseftermiddagen","1.0"
"acceptabelt","5.0"
"känt","8.0"
"ursprungligen","3.0"
"grundlag","1.0"
"omsätter","2.0"
"lennart","2.0"
"känd","3.0"
"kundföretagen","1.0"
"metall","2.0"
"eso","2.0"
"demoskop","1.0"
"debatterna","8.0"
"återuppta","4.0"
"spice","8.0"
"oeniga","1.0"
"tveksamt","5.0"
"moderniserades","2.0"
"eu;","1.0"
"polisresurser","1.0"
"grupp","14.0"
"eu:","2.0"
"eu?","1.0"
"avverkning","1.0"
"eu-medborgare","1.0"
"kompromissförslag","1.0"
"controllers","1.0"
"bostad","14.0"
"alliansregeringsåren","1.0"
"ett","2164.0"
"tillväxtvänliga","1.0"
"larmnumret?","1.0"
"65-plussare","1.0"
"nystartade","1.0"
"statssekreterare","11.0"
"formfråga","1.0"
"spetta","1.0"
"skattepolitiken","3.0"
"laffer","1.0"
"förmodligen","5.0"
"ingångar","2.0"
"omformulerats","1.0"
"genomlysning","1.0"
"baracker","1.0"
"grund","89.0"
"värt","15.0"
"avvisa","3.0"
"välskött","2.0"
"värv","2.0"
"omsättas","1.0"
"vänsterkanten","2.0"
"valde","37.0"
"byggnadsarbetare","1.0"
"eva","2.0"
"avstyrkt","1.0"
"tvivelaktig","1.0"
"friluftsproposition","1.0"
"ansvaret","18.0"
"värd","6.0"
"frysning","2.0"
"handelsflottan","3.0"
"inkomstgrupper","1.0"
"diametralt","1.0"
"svenskflaggade","2.0"
"lagstiftningsvapnet","1.0"
"talartiden","2.0"
"kärl","1.0"
"serviceverksamhet","2.0"
"ewa","5.0"
"bedömdes","1.0"
"hushållens","3.0"
"valda","1.0"
"polisens","19.0"
"arbetssökande","1.0"
"krångligheter","1.0"
"87,1 procent","1.0"
"klistra","1.0"
"kära","1.0"
"produktiviteten","12.0"
"ledamöter","13.0"
"livskraften","1.0"
"leksand","1.0"
"summor","2.0"
"heckscher","1.0"
"civilsamhällesorganisationer","1.0"
"bygg-","1.0"
"privatpersoner","4.0"
"folkbildningsarbete","1.0"
"transportslag","3.0"
"civilt","1.0"
"fredsprocessen","3.0"
"effektiv","22.0"
"jättegammal","1.0"
"nere","8.0"
"bidraget?","1.0"
"bemyndigats","1.0"
"flygområdet","1.0"
"civila","5.0"
"resonemanget","6.0"
"politiseras","1.0"
"politiserat","1.0"
"storstad","2.0"
"pensionärerna","6.0"
"examen","2.0"
"kommunicera","3.0"
"släng","1.0"
"snabbfotad","1.0"
"industriellt","2.0"
"ofrånkomligen","1.0"
"skattelättnad?","1.0"
"väst","1.0"
"stämma","3.0"
"utjämningen","1.0"
"industriella","2.0"
"talarna","2.0"
"förare","1.0"
"byggt","8.0"
"byggs","6.0"
"nemtsov","2.0"
"yrken","7.0"
"utmaningar","47.0"
"barrträd","1.0"
"friluftsfrågorna","1.0"
"friska","7.0"
"skyggare","1.0"
"bakom?","1.0"
"bygge","1.0"
"släpa","1.0"
"bygga","115.0"
"arbeta","150.0"
"arbetstagarorganisationer","1.0"
"spänningen","1.0"
"stormakt","1.0"
"arbete","228.0"
"anställningsstöden?","1.0"
"rensa","1.0"
"hanteras","10.0"
"graf","2.0"
"beteendeeffekterna","1.0"
"hanterat","6.0"
"försvarsbeslut","3.0"
"regeringsparti","3.0"
"hanterar","10.0"
"vallöften","8.0"
"arbetsmarknad","33.0"
"näringsdepartement","1.0"
"grundlig","2.0"
"vallöftet","2.0"
"förpassades","1.0"
"guldägg","1.0"
"fartygs","1.0"
"minoritetsregering","7.0"
"avvaktande","1.0"
"stigit","2.0"
"integritetskommittén","1.0"
"livet?","1.0"
"grad","13.0"
"markerade","1.0"
"vakna","1.0"
"yrket","3.0"
"utkant","4.0"
"tillväxtfrånvänd","1.0"
"insats","7.0"
"insatt","4.0"
"fällande","1.0"
"danskarna","2.0"
"utnyttjande","1.0"
"budgetbilagan:","1.0"
"nevs","1.0"
"enheter","3.0"
"interpellationerna","4.0"
"livsmedelsverket","2.0"
"stödbidrag","1.0"
"stödtrupper","1.0"
"timmar?","1.0"
"rekordliten","1.0"
"uppmärksammar","1.0"
"uppmärksammas","2.0"
"uppmärksammat","4.0"
"bostadsbyggnation","2.0"
"ingenstans","1.0"
"personalen","11.0"
"regelkrångel","4.0"
"växt","5.0"
"uttryckte","11.0"
"thailand","1.0"
"7 200","1.0"
"förbindelserna","1.0"
"resonerade","2.0"
"djupet","4.0"
"uttryckts","1.0"
"alkoholpåverkad","1.0"
"terminalkapacitet","1.0"
"flydde","1.0"
"landsbygdsministern?","1.0"
"medelstora","6.0"
"druckit","1.0"
"växa","37.0"
"landsbygdsministern:","1.0"
"undran","1.0"
"kvalitetsmässigt","2.0"
"museum","9.0"
"gårdsdestillerier","1.0"
"hagmark","1.0"
"lyhördhet","1.0"
"undrar","86.0"
"börsmäklaren","3.0"
"finansmarknadsminsterns","1.0"
"avsattes","1.0"
"utmaningen","8.0"
"organisations","1.0"
"jordbruk","22.0"
"påhopp","2.0"
"konkurrenstryck","1.0"
"bedömning","31.0"
"typisk","2.0"
"släkt","1.0"
"smutsar","1.0"
"timmars","1.0"
"ölförsäljning","1.0"
"legitimt","1.0"
"julen","1.0"
"förakt","1.0"
"mörkertalet","1.0"
"kostnadshöjningar","1.0"
"arbetslivserfarenhet","4.0"
"lönestrukturen","1.0"
"vestlunds","1.0"
"legitima","2.0"
"slitning","1.0"
"betrakta","2.0"
"israel","2.0"
"1 500","1.0"
"överge","12.0"
"stiger","2.0"
"yrkar","1.0"
"humaniora","2.0"
"battlegroup","1.0"
"infördes","13.0"
"debatterat","7.0"
"förtidspensioneringar","3.0"
"kyrka","1.0"
"kringgå","1.0"
"lediga","4.0"
"fan","1.0"
"braskande","1.0"
"underrättelse","1.0"
"möttes","3.0"
"far","1.0"
"fas","5.0"
"enmansutredning","1.0"
"otillräckliga","3.0"
"plan","13.0"
"örat","1.0"
"stämde","2.0"
"resten","12.0"
"strama","5.0"
"sponsrad","1.0"
"irakkriget","1.0"
"ersätter","2.0"
"skapats","17.0"
"textavsnitt:","1.0"
"hjälmereds","2.0"
"försvarsexportmyndigheten","3.0"
"straffen?","1.0"
"debatterar","7.0"
"debatteras","2.0"
"utdömande","1.0"
"förbytts","1.0"
"landskrona","1.0"
"mirakellösning","1.0"
"positiv","37.0"
"produktionskostnaden","1.0"
"hamnade","6.0"
"barnpassning","2.0"
"förnamn","1.0"
"dessutom","120.0"
"ändras?","1.0"
"altaningångar","1.0"
"\*","259.0"
"sl-bussar","1.0"
"räntorna","1.0"
"understryker","5.0"
"mönsterjordbruk","1.0"
"berlin","1.0"
"trädde","1.0"
"tandläkaren","1.0"
"levererats","2.0"
"formella","5.0"
"icke-svar","1.0"
"medianamerikanen","1.0"
"ignorerar","3.0"
"utdöms","1.0"
"inhemsk","1.0"
"formellt","1.0"
"obalans","1.0"
"klimat-","8.0"
"återrapportera","1.0"
"återupptas","2.0"
"återupptar","1.0"
"oklarheter","5.0"
"övergå","3.0"
"standardnivå","1.0"
"utdöma","2.0"
"genomslag","3.0"
"palett","3.0"
"långsiktigheten","5.0"
"lejonparten","1.0"
"belgien","1.0"
"fel","74.0"
"förtidspensioneringen","1.0"
"fem","43.0"
"lastbilsdiskussionen","1.0"
"effekten","28.0"
"effekter","47.0"
"fordonskomponentgruppen","1.0"
"ören","1.0"
"skövlade","1.0"
"skrivelser","1.0"
"livskraftig","1.0"
"sverigebygget","10.0"
"fläskig","1.0"
"ändamål","2.0"
"sunt","5.0"
"sanning","2.0"
"framgått","3.0"
"arbetsmarknadspolitiken","12.0"
"tjänstemännen","2.0"
"alperna","1.0"
"norlén","3.0"
"lockade","1.0"
"duschblandare","1.0"
"moderaterna","39.0"
"plea","2.0"
"sund","1.0"
"nutrition","3.0"
"funderat","6.0"
"funderar","15.0"
"kammarrätten","1.0"
"omfatta","4.0"
"inläggen","3.0"
"elev","3.0"
"omständliga","1.0"
"etappmålen","2.0"
"narkotikapreparat","1.0"
"inlägget","3.0"
"byråkrati","5.0"
"återhämta","2.0"
"statsbidrag","1.0"
"straff","12.0"
"barnfamiljer","6.0"
"rester","2.0"
"halland","2.0"
"kallt","1.0"
"släta","1.0"
"svepte","1.0"
"kalla","25.0"
"solskenshistorier","2.0"
"deltar","9.0"
"utarbetat","1.0"
"resonemangen","4.0"
"möjligheten?","1.0"
"slätt","2.0"
"flygbransch","3.0"
"biståndspolitiska","2.0"
"rättsintyg","2.0"
"arbetsmarknaden","178.0"
"skapas?","1.0"
"huvuddelen","2.0"
"studiemotivation?","1.0"
"hänvisade","2.0"
"hur?","4.0"
"förslösats","1.0"
"jämför","13.0"
"tillkännagivande","25.0"
"spjutspetsforskning","1.0"
"ändrats","2.0"
"bär","3.0"
"museerna?","3.0"
"forssells","1.0"
"självinsikt","1.0"
"alliansledda","1.0"
"snedvridas","1.0"
"ekholm","1.0"
"vägra","1.0"
"sjuklighet","1.0"
"vinterturismen","3.0"
"lockar","3.0"
"fin","2.0"
"riksdagshuset","1.0"
"lockas","2.0"
"nedskärningar","3.0"
"framtidens","19.0"
"kvarboende","1.0"
"fond","2.0"
"fit","1.0"
"båt","1.0"
"kanske","312.0"
"pension","12.0"
"jobbskatteavdragets","1.0"
"gymnasiets","1.0"
"geografisk","1.0"
"grot","1.0"
"ab","2.0"
"erkännandedoktrinen","2.0"
"grov","7.0"
"förfina","1.0"
"arbetsmaskiner","3.0"
"ad","1.0"
"järnvägsspår","1.0"
"an","8.0"
"konsulthjälp","1.0"
"utställningar","2.0"
"monopolställning","1.0"
"av","2821.0"
"eu-rätten","10.0"
"ax","1.0"
"folk","58.0"
"vårdförbundet","2.0"
"droppe","2.0"
"hemkommun","5.0"
"framtiden?","7.0"
"uppstått","5.0"
"be","7.0"
"skogsmyggan","1.0"
"dragit","9.0"
"interpellationer","278.0"
"bo","15.0"
"underbyggda","1.0"
"käpphäst","2.0"
"interpellationen","118.0"
"konkurrentländer","3.0"
"hyresgästorganisationer","1.0"
"teorierna","1.0"
"flytande:","1.0"
"ca","18.0"
"fortsättningen","5.0"
"urholkat","1.0"
"urholkar","1.0"
"norrbotten","3.0"
"danmark","48.0"
"enormt","11.0"
"observera","2.0"
"e4","1.0"
"våga","10.0"
"ställningstagande","9.0"
"vargstammen","2.0"
"installera","2.0"
"cv","1.0"
"komponent:","1.0"
"utöver","25.0"
"bakgrundsbeskrivning","1.0"
"skylla","4.0"
"förklaring?","1.0"
"renar","2.0"
"förslagsframställan","1.0"
"enorma","10.0"
"inhämtas","3.0"
"pakethantering","1.0"
"de","2556.0"
"turister","4.0"
"startats","2.0"
"skörare","1.0"
"politik?","5.0"
"tvärtom?","1.0"
"fora","1.0"
"helhetslösning","1.0"
"funnit","1.0"
"dn","1.0"
"extern","1.0"
"oreda","1.0"
"fmv","2.0"
"dumheter","1.0"
"svårbevisade","1.0"
"du","175.0"
"effektivisering","3.0"
"validera","3.0"
"effektbrist:","1.0"
"kriminalvårdens","1.0"
"stoppläge","1.0"
"fastna","6.0"
"miljösynder","1.0"
"självmant","1.0"
"skördare","1.0"
"momsfrågan","2.0"
"snart","17.0"
"fordonstillverkaren","1.0"
"inriktningar","2.0"
"ordningsfråga","2.0"
"ej","6.0"
"utställningen","3.0"
"el","5.0"
"glömmas","4.0"
"en","4369.0"
"centralt","11.0"
"rejäl","2.0"
"historieskrivare","3.0"
"hitta","66.0"
"er","56.0"
"upprepa","26.0"
"eu","102.0"
"önskan","7.0"
"rovdjurstäta","1.0"
"oanade","1.0"
"produktivitet","4.0"
"situationen?","1.0"
"papper","3.0"
"tillvaro","2.0"
"ladorna","28.0"
"centrala","12.0"
"räkenskaper","1.0"
"fog","1.0"
"önskad","3.0"
"foi","2.0"
"deltid","7.0"
"konsumentperspektivet","1.0"
"for","1.0"
"fn","4.0"
"natostater","1.0"
"varningens","2.0"
"fot","6.0"
"önskar","19.0"
"önskas","2.0"
"önskat","4.0"
"uttrycket","2.0"
"högskola","3.0"
"gymnasiet?","2.0"
"uttrycker","6.0"
"glömmer","8.0"
"alert","5.0"
"dina","5.0"
"varor?","1.0"
"ge","167.0"
"våld","8.0"
"kommunikation","4.0"
"högljutt","1.0"
"bilaga","1.0"
"go","2.0"
"straffbeskatta","2.0"
"förmåga","9.0"
"tillträdde","12.0"
"i:","1.0"
"långbänk","2.0"
"form","88.0"
"genom","258.0"
"besvarade","8.0"
"i?","1.0"
"tillverkning","1.0"
"ha","680.0"
"grus","1.0"
"tryggas","1.0"
"politiks","1.0"
"centrumnära","1.0"
"fort","11.0"
"hd","1.0"
"socialdemokraterna","289.0"
"dragna","1.0"
"då","764.0"
"deltog","7.0"
"överenskommelsens","1.0"
"förmenande","2.0"
"gläder","12.0"
"turistar","1.0"
"dö","3.0"
"mötesplats","1.0"
"värnplikten","2.0"
"detaljregleringen","1.0"
"sysselsättning","45.0"
"fri","11.0"
"if","1.0"
"dramatiskt","7.0"
"vänsterpartiet?","1.0"
"måttstock","1.0"
"regleringar","1.0"
"entré","8.0"
"in","370.0"
"implementeras","1.0"
"undantagsreglerna","1.0"
"implementerar","1.0"
"fru","384.0"
"hultqvist","17.0"
"inriktningen","9.0"
"pluggat","2.0"
"is","5.0"
"fullgoda","1.0"
"efterfråga","1.0"
"it","2.0"
"bussförarnas","1.0"
"pluggar","3.0"
"initiativtagare","1.0"
"expertinlaga","1.0"
"skogsvårdslagstiftningen","1.0"
"straffskatten","1.0"
"gynnsam","5.0"
"skapade","6.0"
"ja","90.0"
"sjöfarten","9.0"
"tillträdet","1.0"
"tillträder","1.0"
"pläderade","1.0"
"samförståndsanda","1.0"
"få","668.0"
"lykta","1.0"
"vår;","1.0"
"rut-avdragsförsämringen","1.0"
"skogspolitiken","4.0"
"andelen","23.0"
"jo","23.0"
"klassrum","1.0"
"ju","237.0"
"fritidshus","2.0"
"grader","2.0"
"sitta","11.0"
"värdefullt","10.0"
"direktbuss","1.0"
"implementerad","1.0"
"tittar","79.0"
"placering","2.0"
"tittat","15.0"
"studera","4.0"
"gå","227.0"
"folkhälsoministern","5.0"
"kl","6.0"
"koordineringen","1.0"
"värdefulla","3.0"
"levererade","3.0"
"jämföra","17.0"
"landsbygdsministerns","3.0"
"omvärld?","1.0"
"vänsterpartiets","18.0"
"ku","7.0"
"normalfallet","2.0"
"kritiserades","1.0"
"1 700","1.0"
"målsägandebiträdet","2.0"
"begrundar","1.0"
"förmånen","5.0"
"ful","1.0"
"betonat:","1.0"
"kostsamt","1.0"
"urbaniseringen","2.0"
"hvad","1.0"
"entreprenörskapet","1.0"
"oklarhet","2.0"
"glädja","2.0"
"lo","20.0"
"ändamålsenliga","2.0"
"försvars-","5.0"
"sänker","14.0"
"fastslog","1.0"
"återinvesterar","1.0"
"vårt","85.0"
"rimligen","19.0"
"sänken","1.0"
"kreditsamhället","1.0"
"fastrar","1.0"
"locket","1.0"
"målsägandebiträden","1.0"
"välfärdsstaten","1.0"
"igenom?","1.0"
"second","1.0"
"kolossalt","1.0"
"kosovo","4.0"
"öppning","7.0"
"morgan","47.0"
"utgångspunkten","12.0"
"politisera","1.0"
"vård","29.0"
"minderåriga","1.0"
"kommunledningen","3.0"
"avvägda","1.0"
"sport-","1.0"
"mp","14.0"
"stelbenthet","1.0"
"åstadkomma","11.0"
"framhålla","6.0"
"våra","192.0"
"beprövat","1.0"
"rinner","1.0"
"gigantiskt","1.0"
"my","2.0"
"plus","12.0"
"disk","1.0"
"beprövad","1.0"
"ni","389.0"
"elva","1.0"
"glädje","4.0"
"resultaten?","1.0"
"finansdepartementets","7.0"
"gigantiska","1.0"
"högstanivån","1.0"
"datum","2.0"
"krävt","1.0"
"videoförhör","1.0"
"krävs","47.0"
"förbud","4.0"
"student","1.0"
"uppdraget","35.0"
"policyer","1.0"
"nu","811.0"
"noggrannare","1.0"
"enligt","102.0"
"ny","88.0"
"andelar","1.0"
"uppdragen","2.0"
"kräva","18.0"
"nyckel","2.0"
"of","2.0"
"ideologi","5.0"
"fxm","8.0"
"övertyga","3.0"
"resonera","4.0"
"om","3644.0"
"ledamöternas","6.0"
"svar","660.0"
"skavsta","2.0"
"or","2.0"
"starka","18.0"
"våta","1.0"
"mellanöstern","3.0"
"högskattesamhälle","1.0"
"politisk","28.0"
"ditt","12.0"
"tillgängligt","1.0"
"sexpack","2.0"
"kö","1.0"
"utgångspunkter","1.0"
"dramatiska","3.0"
"godstransporter","2.0"
"systembolag","3.0"
"ändrade","7.0"
"starkt","22.0"
"dubbelbeskattningsavtal","1.0"
"eu-fördrag","1.0"
"lä","1.0"
"undermåliga","1.0"
"rymmas","3.0"
"sänkas","2.0"
"tillgängliga","4.0"
"attityderna","4.0"
"pappor","2.0"
"svag","21.0"
"förväntas","6.0"
"hyfsat","2.0"
"förväntat","8.0"
"vägar","33.0"
"börja","117.0"
"augusti","12.0"
"utfärda","1.0"
"vägas","2.0"
"ordna","1.0"
"nation","3.0"
"rocket","1.0"
"subversiva","1.0"
"svea","3.0"
"förväntan","2.0"
"sjukskrivningen","3.0"
"företagserfarenhet","1.0"
"förväntar","14.0"
"vältaligare","1.0"
"börje","7.0"
"finanserna","37.0"
"enkelt","96.0"
"farmakologisk","2.0"
"anställbar","1.0"
"må","13.0"
"s-","4.0"
"jämlik","1.0"
"rut-jobb","1.0"
"betecknas","1.0"
"bör","54.0"
"svampar","1.0"
"likvärdighet","1.0"
"konstig","3.0"
"fjolårets","1.0"
"remissinstanserna","6.0"
"klargjort","2.0"
"rimligt?","1.0"
"förevarande","1.0"
"ottoson","1.0"
"omställningsmöjligheterna","2.0"
"motiveringar","1.0"
"försvaret","17.0"
"gårdsbutik","1.0"
"budgetbeslutet","1.0"
"ingångna","2.0"
"motorvägar?","1.0"
"nå","38.0"
"forskningssatsningarna","1.0"
"ro","6.0"
"verksamhetskontor","1.0"
"miljonen","3.0"
"bemanningsbolagen","1.0"
"eloge","2.0"
"miljoner","119.0"
"köptes","1.0"
"framfördes","1.0"
"sa","125.0"
"insatsgrupperna","1.0"
"skatteuttaget","2.0"
"se","381.0"
"livsfarlig","1.0"
"sj","2.0"
"beskyllas","1.0"
"e</em><em>tt</em>","1.0"
"regeringskompisen","1.0"
"invändningar","3.0"
"propositionslista","1.0"
"intern","2.0"
"rösta","2.0"
"alltså:","1.0"
"uppklaring","3.0"
"ta","455.0"
"bilisterna","2.0"
"exporten","3.0"
"jämställdhetsområdet","1.0"
"biståndsbedömning","2.0"
"samhällsdebatten","1.0"
"på","4176.0"
"ansvarig","18.0"
"psykosociala","1.0"
"svek","6.0"
"hederlighet","2.0"
"somras","5.0"
"tu","1.0"
"värsta","21.0"
"tv","2.0"
"sjukskrivningar","11.0"
"dubbelarbetande","1.0"
"cirka","5.0"
"ramverket","7.0"
"boplatsen","1.0"
"narkotikaområdet?","1.0"
"siste","1.0"
"tillgängligheten","10.0"
"sista","31.0"
"utsetts","1.0"
"remisstid","1.0"
"uc","1.0"
"hemtjänstbranschen","1.0"
"mellanlösning","1.0"
"ud","1.0"
"kontaktade","1.0"
"uf","2.0"
"sjukhuset","1.0"
"skillnad","43.0"
"nyfikenhetsskäl","1.0"
"hypotetiskt","2.0"
"tillväxtpotential","2.0"
"motiveringen","1.0"
"samvete","1.0"
"regleringen","2.0"
"inriktnings-","1.0"
"rättspolitisk","1.0"
"ramverken","1.0"
"ur","73.0"
"sydsvenskan","1.0"
"kantad","1.0"
"ut","405.0"
"organisera","4.0"
"äldre?","1.0"
"skotare","1.0"
"timme","9.0"
"80-åriga","2.0"
"ellinor","1.0"
"utgiftsområde 10","1.0"
"regeringskollega","1.0"
"vd","2.0"
"snabb","7.0"
"sisun","5.0"
"vargjakten","1.0"
"vi","3566.0"
"golvet","1.0"
"brittiska","3.0"
"modulhus","1.0"
"bortser","3.0"
"förmögenhetsskatten","1.0"
"nedre","6.0"
"orderingången","1.0"
"förmånsvärden","1.0"
"guldsmedsbutiker","2.0"
"mediciner","2.0"
"sprättade","1.0"
"bilateralt","3.0"
"seniorpooler","1.0"
"snack","2.0"
"debattartikeln","1.0"
"därav","1.0"
"börda","1.0"
"medicinen","1.0"
"3:13","1.0"
"så","1222.0"
"kakan","8.0"
"tillkortakommanden","1.0"
"gap","2.0"
"gas","1.0"
"omprioriteras","1.0"
"traditionella","1.0"
"gav","31.0"
"örnsköldsvik","3.0"
"recept","1.0"
"tävlar","2.0"
"valrörelsen","53.0"
"bedragarna","2.0"
"värnpliktstiden","1.0"
"utrikespolitiken","3.0"
"hönan","5.0"
"traditionellt","4.0"
"konjunkturvändning","1.0"
"vårdprogrammet","1.0"
"arbetslöshetskolumnen","1.0"
"anmärkningsvärt","21.0"
"lovade","28.0"
"bilaterala","1.0"
"onekligen","3.0"
"försvårar","4.0"
"besvarats","1.0"
"försvårat","1.0"
"varslade","1.0"
"däran","1.0"
"försvåras","2.0"
"äldres","3.0"
"drivits","1.0"
"14,4","1.0"
"extraherar","1.0"
"anmärkningsvärd","2.0"
"industrispår","1.0"
"lastbilar","51.0"
"bildligt","1.0"
"april","1.0"
"pensionärsorganisationernas","1.0"
"jobbchanser","1.0"
"gruppmöten","1.0"
"kommunerna","38.0"
"internettroll","1.0"
"kvarts","4.0"
"semesterdagar","1.0"
"konfliktens","1.0"
"linnea","5.0"
"ansetts","1.0"
"bullernivåer","1.0"
"högpresterande","1.0"
"sömnmedel","1.0"
"dominerande","1.0"
"bonden","2.0"
"morgon","15.0"
"farligaste","1.0"
