"party","FP"
"än:","1.0"
"västvärlden","1.0"
"låtsas","2.0"
"analyseras","1.0"
"morgonen","4.0"
"bonus","1.0"
"införandet","3.0"
"tacken","1.0"
"getts","2.0"
"mening","14.0"
"persiska","1.0"
"näringsrikt","1.0"
"meddela","3.0"
"vända","8.0"
"citerad","1.0"
"jobbfokus","1.0"
"inkomst","2.0"
"försvarsbesluten","1.0"
"citerar","1.0"
"statistiken?","1.0"
"föreskriver","2.0"
"inne","23.0"
"föddes","1.0"
"styren","1.0"
"frågeställningar","6.0"
"misstankarna","1.0"
"uppnår","1.0"
"från","243.0"
"legitim","2.0"
"med","647.0"
"budgetdebatt","1.0"
"flyktingmottagande","1.0"
"fanns","32.0"
"s-mp-regering","1.0"
"men","456.0"
"titta","30.0"
"boenden","3.0"
"mer","128.0"
"statskontoret","2.0"
"regeringsbeslut","2.0"
"grundande","1.0"
"tankar","1.0"
"unionens","2.0"
"funktionssätt","1.0"
"fastighetsskatten","1.0"
"statligt","5.0"
"är:","16.0"
"styrda","4.0"
"tackar","24.0"
"inom","61.0"
"polismyndigheter","1.0"
"olovlig","1.0"
"beslutande","1.0"
"polismyndigheten","1.0"
"slutskede","1.0"
"förslag?","3.0"
"dialoger","1.0"
"gymnasieministerns","1.0"
"forskningen","3.0"
"statliga","18.0"
"princip","12.0"
"dialogen","9.0"
"tvångsmedel","1.0"
"tackat","4.0"
"utretts","2.0"
"inse","3.0"
"ära","1.0"
"slakt","1.0"
"grundskola?","1.0"
"allra","8.0"
"brottsoffret","3.0"
"oansvarig","1.0"
"diskriminerar","1.0"
"bedömning?","1.0"
"diskrimineras","2.0"
"brottsoffren","1.0"
"beslutsprocesserna","1.0"
"jämställdhetsfokus","1.0"
"landsbygden","4.0"
"inre","2.0"
"företrädare","2.0"
"miljö","4.0"
"världssamfundet","2.0"
"bestäms","1.0"
"fånga","1.0"
"bestämt","2.0"
"kategorin","1.0"
"ofredande","1.0"
"kärnkraftverk","1.0"
"velat","2.0"
"flygtrafik","4.0"
"medspelare","1.0"
"grundskolan","7.0"
"främst","5.0"
"mig","66.0"
"skola","8.0"
"lägst","1.0"
"studenter","2.0"
"mil","2.0"
"utsatt","1.0"
"min","106.0"
"används","5.0"
"eu-omröstningar","1.0"
"efter","66.0"
"rörigt","2.0"
"ledare","18.0"
"utmaning","2.0"
"utredningsunderlag","1.0"
"inta","1.0"
"välfärdspolitiken","1.0"
"inte","1015.0"
"gruppering","1.0"
"tigger","2.0"
"polis","10.0"
"kursplaner","3.0"
"progresista","1.0"
"tjänstemän","2.0"
"attackerna","3.0"
"fackföreningarna","1.0"
"folkhälsa","1.0"
"önskningar","1.0"
"etableringslagen","1.0"
"open","1.0"
"människorättskonventioner","1.0"
"talar","31.0"
"talas","3.0"
"ägnar","3.0"
"musikskola","1.0"
"statusen","2.0"
"talat","2.0"
"ägnat","5.0"
"stannade","3.0"
"marknadsintroduktion","1.0"
"frysningen","1.0"
"befann","1.0"
"horisonten","1.0"
"rättsavdelningar","1.0"
"utredningsdirektiv","2.0"
"lagföras","1.0"
"slags","8.0"
"engagemanget","1.0"
"lyckades","6.0"
"påstå","6.0"
"förhandlingsbud","2.0"
"arabländer","1.0"
"eu-lagstiftning","1.0"
"motsvarigheter","2.0"
"bebygga?","1.0"
"försvåra","1.0"
"innehåller","2.0"
"använda","22.0"
"använde","2.0"
"föräldrarna","4.0"
"längre","21.0"
"förbudsivrande","1.0"
"inrikespolitik","1.0"
"transpersoner","1.0"
"byskolor","1.0"
"lagarna","3.0"
"bostadssökande","1.0"
"vapenmakt","1.0"
"kände","1.0"
"kontrollera","1.0"
"internet","1.0"
"byggföretag","2.0"
"lagförda","1.0"
"strejker","1.0"
"integritet","1.0"
"finansminister","6.0"
"gjorts","8.0"
"värderingsfråga","1.0"
"olika","86.0"
"meddelade","1.0"
"tjänstepensionen","1.0"
"nära","13.0"
"ledande","4.0"
"jaså-attityd","1.0"
"lärlingsprogrammen","1.0"
"tio-i-topp-listan","1.0"
"bevisföringen","1.0"
"längst","1.0"
"åtgärda","1.0"
"refererade","1.0"
"integrationen","2.0"
"sjöfartsnettot","1.0"
"<em>förhandlad</em>","1.0"
"ingicks","2.0"
"rysk","6.0"
"smältdegel","1.0"
"kammare","7.0"
"riktiga","2.0"
"bullrig","1.0"
"fortfarande","36.0"
"intresserade","1.0"
"staket","1.0"
"ställt:","1.0"
"riktigt","39.0"
"jobbskapande","4.0"
"rättegång","1.0"
"flitigt","1.0"
"sällan","5.0"
"attan","1.0"
"mod","1.0"
"föremål","2.0"
"tufft","1.0"
"bråttom","3.0"
"relation","6.0"
"tiotusentals","2.0"
"tillgänglig","2.0"
"mot","99.0"
"tuffa","2.0"
"kuba","37.0"
"näst","1.0"
"beror","7.0"
"huvudsak","4.0"
"eftergifter","1.0"
"tänkas","3.0"
"beslutats","1.0"
"giftorättsgodset","1.0"
"företagen","5.0"
"parallell","1.0"
"besittningsskyddet","2.0"
"byggarna","1.0"
"ställts","3.0"
"bullret","2.0"
"möjligheterna","3.0"
"utbildningsminister","1.0"
"orkar","1.0"
"banksystem","1.0"
"energipolitiken","1.0"
"lärarbristfrågan","1.0"
"gatuförsäljare","1.0"
"läroplaner","2.0"
"skott","1.0"
"pendlingen","1.0"
"djupa","1.0"
"flyttades","1.0"
"lättrörligt","1.0"
"lägsta","3.0"
"skolformen","1.0"
"kommunpolitiker","4.0"
"hasta","2.0"
"exposé","1.0"
"delredovisning","1.0"
"eu-migranter","3.0"
"lämplig","1.0"
"ingenting","5.0"
"beskatta","1.0"
"folkmordet","2.0"
"pensionsförsäkringar","1.0"
"insatserna","10.0"
"säkerhetspolitiska","5.0"
"medlem","5.0"
"perssons","1.0"
"kompensation","2.0"
"prioriteringar","3.0"
"avslutande","3.0"
"närmast","5.0"
"rapportering","1.0"
"satsat","3.0"
"ankawa","1.0"
"200 000","3.0"
"rappakalja","1.0"
"vraka","1.0"
"förhandlingsperson?","2.0"
"skönmålning","1.0"
"fördömt","3.0"
"luftburen","1.0"
"närmare","5.0"
"riksdagsbeslutet","3.0"
"avsevärt","1.0"
"satsa?","1.0"
"reflekterar","1.0"
"tonnagebeskattning","1.0"
"alliansens","3.0"
"karriärvägar","1.0"
"resefrågan","1.0"
"bästa","10.0"
"demokrati","28.0"
"liber","1.0"
"tänka:","1.0"
"torgmötesretoriken","1.0"
"rättvist","2.0"
"överlag","1.0"
"principfråga","1.0"
"högskolan","2.0"
"hyresgarantier","2.0"
"migrationsministern","7.0"
"moderata","16.0"
"agil","1.0"
"100 000","3.0"
"existens","2.0"
"greens","3.0"
"varsågod","1.0"
"duperat","1.0"
"förhandlingsordning","1.0"
"omsorg","5.0"
"öde","2.0"
"satsar","1.0"
"satsas","1.0"
"valnatten","2.0"
"funktioner","1.0"
"sönderfaller","1.0"
"kvinnofridskränkning","4.0"
"omhänderta","1.0"
"sättas","3.0"
"gissa","1.0"
"bygglov","1.0"
"eu:s","10.0"
"gymnasieskola","4.0"
"slag","4.0"
"tyckte","8.0"
"diskutera","28.0"
"jag:","1.0"
"viktigt:","2.0"
"någonstans","20.0"
"viktigt?","1.0"
"genomfört","2.0"
"vittnar","1.0"
"chefer","1.0"
"ämnen","6.0"
"siffrorna","2.0"
"riksrevisionens","1.0"
"enskilde","6.0"
"ämnet","1.0"
"omförhandla","1.0"
"grävt","1.0"
"finansiering","2.0"
"enskilda","9.0"
"chefen","1.0"
"t-shirtar","1.0"
"rabbinen:","1.0"
"debatten","56.0"
"debatter","1.0"
"hittat","1.0"
"snabbare","6.0"
"lärare?","1.0"
"hittar","1.0"
"genomföra","9.0"
"livsmiljöerna","1.0"
"beträffande","1.0"
"tenderar","2.0"
"riksintresse","1.0"
"tillägg","1.0"
"utredningar","5.0"
"faran","1.0"
"attityd","1.0"
"genomförs","1.0"
"borgerlig","1.0"
"förlorade","1.0"
"spelat","1.0"
"minoriteternas","1.0"
"spelar","5.0"
"judar","3.0"
"kravställande","1.0"
"konsumentmakten?","1.0"
"bombflyg","1.0"
"tillhör","10.0"
"hänseende","1.0"
"utredningsarbete","1.0"
"valtersson","1.0"
"pehrson","2.0"
"lärlingssystem","3.0"
"kvoter","1.0"
"åsikt","1.0"
"politikens","1.0"
"någonting","37.0"
"samlades","1.0"
"tryggare","1.0"
"tillgodose","1.0"
"sätter","4.0"
"sättet","11.0"
"lagras","2.0"
"kritiskt","3.0"
"fortsätter","14.0"
"påbörjas","2.0"
"lagrar","1.0"
"påbörjar","1.0"
"brottslighet.","1.0"
"friktion","2.0"
"damma","1.0"
"hårdför","1.0"
"togs","3.0"
"nonchalera","1.0"
"syriska","1.0"
"väktare","1.0"
"frukter","1.0"
"fridens","1.0"
"mammon","2.0"
"fara;","1.0"
"företräde","1.0"
"wallströms","3.0"
"borde","31.0"
"385 000","1.0"
"fullkomligt","1.0"
"förarbeten","1.0"
"rörelse","2.0"
"lokalpolisområdena","1.0"
"sommartal","1.0"
"kaldéer","1.0"
"kommunismen","1.0"
"kritiska","1.0"
"rapporter","3.0"
"deltagit","3.0"
"förändringar?","1.0"
"rapporten","1.0"
"länderna","3.0"
"förfogar","1.0"
"reducerats","1.0"
"detalj","2.0"
"komma","70.0"
"påminner","1.0"
"familj","4.0"
"öka","25.0"
"jakt","1.0"
"medan","9.0"
"företagsledarna","1.0"
"formmöjlighet.","1.0"
"<em>med","1.0"
"hävdas","1.0"
"hävdat","1.0"
"premiepension","1.0"
"hävdar","4.0"
"attacker","4.0"
"attacken","1.0"
"kunskap","12.0"
"gömma","4.0"
"juden","1.0"
"lärarutbildningen","1.0"
"lärarkrisen?","1.0"
"intensiv","1.0"
"vinner","1.0"
"åka","8.0"
"råkar","3.0"
"gick","19.0"
"råkat","1.0"
"avgör","1.0"
"behörighetskraven","1.0"
"bedömningar","1.0"
"kommentarer","3.0"
"hamnar","9.0"
"kommentaren","1.0"
"hamnat","3.0"
"korrigera","1.0"
"förefaller","1.0"
"vägarna","1.0"
"arbetsmarknadspolitiska","1.0"
"samarbetsregering","1.0"
"kurs","2.0"
"utfallet","1.0"
"produktionen","1.0"
"fiffig","1.0"
"straffskatt","1.0"
"tillgång","11.0"
"barnets","1.0"
"talare","4.0"
"konstruktör","1.0"
"rollen","1.0"
"världskulturs","1.0"
"ungdomsarbetslöshet","4.0"
"driver","11.0"
"klämmer","1.0"
"ansvarsområde","2.0"
"definitiv","1.0"
"krokben","1.0"
"finnas","11.0"
"rekryteringskontor","1.0"
"vestlund","3.0"
"roller","1.0"
"konkreta","13.0"
"markering","3.0"
"ohlssons","1.0"
"inkomstkraven","1.0"
"israelisk","1.0"
"svaret?","1.0"
"arbetssättet","1.0"
"forskare","5.0"
"vinnova","3.0"
"nöja","1.0"
"östersund","2.0"
"lyder","1.0"
"ogiltigförklarat","2.0"
"avdragsrätt","1.0"
"tomt","1.0"
"ursäkta","2.0"
"tona","2.0"
"livsinkomstprincipen","1.0"
"medel","6.0"
"aspekter","2.0"
"splittrat","1.0"
"faktorerna","1.0"
"aspekten","1.0"
"halkar","1.0"
"hundratusentals","5.0"
"regleringsbrevet","1.0"
"avbryta","1.0"
"tolv","3.0"
"regleringsbreven","1.0"
"generationer","2.0"
"smakdomare","1.0"
"naturligtvis","69.0"
"kust","1.0"
"farligt","4.0"
"förbereda","3.0"
"dubbelkommando","1.0"
"jämställdhetsfrågor","1.0"
"rekommenderar","2.0"
"dåliga?","1.0"
"klimat","1.0"
"ja-röster","1.0"
"medge","1.0"
"honom","5.0"
"arbetsmarknadsministerns","1.0"
"ensidigt","1.0"
"lokalpolitisk","1.0"
"ned","69.0"
"nej","30.0"
"rekommendationer","3.0"
"skrota","1.0"
"motsvarar","2.0"
"exploateringsavtal","1.0"
"rekommendationen","1.0"
"tiotals","1.0"
"s/mp-regeringen","1.0"
"new","1.0"
"åtgärd","4.0"
"personalintensiva","1.0"
"finansministern","16.0"
"öre","1.0"
"påstås","2.0"
"påstår","3.0"
"kulturhistoriska","1.0"
"år?","1.0"
"sahlin","1.0"
"läraren","2.0"
"svenska","50.0"
"arbetsmarknadsminister","1.0"
"nöjd","12.0"
"vuxenutbildningar","1.0"
"drivit","4.0"
"omvandla","2.0"
"samhället?","1.0"
"vuxenutbildningen","4.0"
"slog","1.0"
"medlemsländerna","2.0"
"torg","3.0"
"förvånande","2.0"
"tydliggöra","3.0"
"öppnat","1.0"
"studentrörelsen","1.0"
"öppnar","3.0"
"sverige-finland","1.0"
"smarta","1.0"
"folkpartiinitiativ","1.0"
"avdragsrätten","2.0"
"öst","1.0"
"miljöåtgärder","1.0"
"rikt","1.0"
"yttrar","1.0"
"återinvestera","1.0"
"åre","2.0"
"svenskt","6.0"
"översynen","1.0"
"äggkastning","1.0"
"yttrat","1.0"
"samhällets","3.0"
"problembilden","2.0"
"specifik","1.0"
"krokar","1.0"
"års","12.0"
"metoder","2.0"
"gymnasieskolan","4.0"
"prognoser","2.0"
"havet","1.0"
"metoden","4.0"
"prognosen","2.0"
"strandlinjen","1.0"
"åsa","13.0"
"ekonomistyrningsverket","1.0"
"åt?","1.0"
"transportpolitiska","1.0"
"rektor","1.0"
"saknades","1.0"
"rika","1.0"
"kompletteringar","1.0"
"informationsteknik","1.0"
"ryding-bergs","1.0"
"systematisk","1.0"
"sparprodukter","1.0"
"energieffektiviseringar","3.0"
"struntade","1.0"
"deklarerade","1.0"
"fullt","13.0"
"beskrivas","1.0"
"bullrigare","1.0"
"nio","6.0"
"9 ½","1.0"
"studentbostäderna?","1.0"
"astma","1.0"
"kompetens","3.0"
"byttes","1.0"
"finansmarknadsminister","1.0"
"öva","3.0"
"nja","1.0"
"kurser","4.0"
"addera","3.0"
"modell","7.0"
"motsatta","3.0"
"förslavar","1.0"
"regelförenklingsåtgärder","1.0"
"sluta","7.0"
"blir:","1.0"
"ursäkt","1.0"
"populär","1.0"
"tydligen","3.0"
"skapa","18.0"
"iraks","1.0"
"koppla","1.0"
"hbtq-frågor","1.0"
"avstånden","1.0"
"videokamerorna","1.0"
"students","1.0"
"pensionsöverenskommelsen","2.0"
"sjöstad","1.0"
"numera","5.0"
"subsidiaritetskravet","1.0"
"tonnageskatt","2.0"
"sonarbojsfartyg","1.0"
"involverar","1.0"
"satsning","2.0"
"kineserna","1.0"
"samordna","1.0"
"vanlig","1.0"
"stalkningen","3.0"
"2008/09","1.0"
"svar;","1.0"
"kommande","7.0"
"svar:","3.0"
"förflyttas","1.0"
"nytillträdda","1.0"
"nonchalerar","1.0"
"förekommit","1.0"
"erfarenhet","2.0"
"jaså","2.0"
"övergiven","1.0"
"motståndare","4.0"
"gratulationen","1.0"
"inlämnades","1.0"
"norrköping","4.0"
"infrastruktur","6.0"
"legitimiteten","1.0"
"studiemotivation","1.0"
"22 procent","1.0"
"felåtergiven","4.0"
"slut","9.0"
"slutsatsen","3.0"
"professionen","1.0"
"lärosäten","2.0"
"miljöer","1.0"
"undanröja","3.0"
"slutsatser","1.0"
"anmälningsplikt","1.0"
"ordinarie","1.0"
"ann-marie","1.0"
"detaljplan","2.0"
"kråkorna","1.0"
"avlyssnar","1.0"
"prioriteringarna","2.0"
"finansmarknadsministern","4.0"
"rimligt","9.0"
"humanitär","1.0"
"fordonsskatt","1.0"
"konsekvensutreda","1.0"
"linköpings","7.0"
"hoppats","2.0"
"försvarsmakt","1.0"
"eu-parlamentet","2.0"
"jobba","19.0"
"sjöoperativa","1.0"
"lärarna","3.0"
"styrande","1.0"
"reducerade","1.0"
"nått","3.0"
"konstituerar","1.0"
"markanvisningar","2.0"
"nog","22.0"
"rimliga","6.0"
"bestått","1.0"
"drogförsäljning","1.0"
"gröda","1.0"
"sjuklig","1.0"
"framöver","8.0"
"konstituerad","1.0"
"föräldraförsäkring","2.0"
"galet","1.0"
"fungerande","8.0"
"bostadsbyggande","14.0"
"bucht","1.0"
"1930-talet","1.0"
"resultat","7.0"
"medierna","5.0"
"kunna","133.0"
"kvar","22.0"
"förskola","4.0"
"överprövas","1.0"
"område","15.0"
"minoriteter","3.0"
"läraryrkets","1.0"
"minoriteten","2.0"
"lyda","1.0"
"underlag","8.0"
"risk","25.0"
"inleds","1.0"
"totalmotståndare","1.0"
"rehabiliteringskedjan","1.0"
"etableringsinsatser","1.0"
"beskrivit","2.0"
"skolan?","4.0"
"<em>en</em>","1.0"
"kalifatet","1.0"
"tidsandan","1.0"
"kostnaderna","4.0"
"riva","2.0"
"framställan","1.0"
"långt","13.0"
"ett;","1.0"
"mångfalden","1.0"
"efterfrågas","1.0"
"finns?","1.0"
"lyft","2.0"
"brottsoffret?","1.0"
"nyhet","1.0"
"anpassa","1.0"
"livet","5.0"
"borra","3.0"
"anlägga","1.0"
"socialförsäkringen","1.0"
"urvalsgruppen","1.0"
"inleda","3.0"
"talarstolen","2.0"
"startskottet","1.0"
"fullföljer","3.0"
"utvärderingsprocessen","1.0"
"scholarism","1.0"
"sägs","12.0"
"förlegad","1.0"
"modern","5.0"
"nu;","1.0"
"innerst","1.0"
"nu?","2.0"
"terroriststämplade","1.0"
"gps:en","1.0"
"utläsa","1.0"
"säga","79.0"
"följdfrågor","3.0"
"spanien","1.0"
"flerbostadshus","1.0"
"systematiskt","5.0"
"borta","1.0"
"brottsling","1.0"
"förberett","2.0"
"långa","11.0"
"orealistiskt","2.0"
"kb-soldaterna","1.0"
"bevekelsegrunder","1.0"
"kontroversiella","1.0"
"godis","1.0"
"rättsligt","1.0"
"brottsoffrets","1.0"
"lagstiftningen","19.0"
"påminna","4.0"
"skarp","1.0"
"naturligt","1.0"
"svara","6.0"
"lösningarna","1.0"
"regelrätta","1.0"
"bättre","41.0"
"angripa","2.0"
"promemoria","6.0"
"engagemang","5.0"
"beskriver","11.0"
"mänskliga","14.0"
"tipp-ex","1.0"
"yrkanden","1.0"
"statsrådet:","4.0"
"statsrådet;","1.0"
"statsrådet?","1.0"
"svart","1.0"
"huvudstadsregion","1.0"
"åbergs","1.0"
"styrningen","7.0"
"femte","1.0"
"licensjakt","4.0"
"alltmer","2.0"
"naturliga","1.0"
"marken","5.0"
"skadegörelse","1.0"
"raket","1.0"
"skolans","3.0"
"samverkan","5.0"
"gymnasieskolan?","1.0"
"andra","158.0"
"avsikt","3.0"
"hongkongs","2.0"
"skatt","7.0"
"fortsätta?","1.0"
"jerusalem","1.0"
"talade","4.0"
"inhämtning","2.0"
"framtiden","6.0"
"efterfrågan","2.0"
"avlyssning","1.0"
"efterfrågar","3.0"
"implementera","4.0"
"himla","3.0"
"statsrådets","22.0"
"mässar","1.0"
"diskuterades","1.0"
"ordentligt","2.0"
"50 000","3.0"
"slagit","1.0"
"nya","62.0"
"svårigheter","1.0"
"söktrycket","1.0"
"hyreslägenhet","1.0"
"svårigheten","1.0"
"dålig","7.0"
"integriteten","1.0"
"nuvarande","10.0"
"följde","4.0"
"renodla","1.0"
"insatsen","2.0"
"myndighetsorganisationsöversyn","1.0"
"smidigare","1.0"
"utomlands","2.0"
"insatser","35.0"
"tillgripa","2.0"
"skolpolitiska","1.0"
"viktigast?","1.0"
"indikator","1.0"
"fyrverkerier","1.0"
"venezuelanska","1.0"
"vargen","3.0"
"människor","97.0"
"förbättrats","1.0"
"breddas","1.0"
"följer","9.0"
"trafikuppgifter","1.0"
"uppskattningsvis","2.0"
"fokuserar","4.0"
"ubåtsjakt","2.0"
"huvudmannen","1.0"
"fokuseras","1.0"
"ukraina","23.0"
"fortsatt","6.0"
"peace","1.0"
"förstå:","1.0"
"tågtrafiken","1.0"
"bevarandestatus","4.0"
"fokuserad","1.0"
"vetenskapsmän","1.0"
"direkt","13.0"
"företagsbeslut","1.0"
"relativistisk","1.0"
"väljas","1.0"
"valet?","1.0"
"följas","3.0"
"spaning","1.0"
"nyamko","1.0"
"konkurs","1.0"
"även","97.0"
"gällde","9.0"
"innovation","1.0"
"justitieministern","19.0"
"utrikesminister","4.0"
"regeringspartiet","1.0"
"hyresmarknadens","2.0"
"lugnaste","1.0"
"decennier","4.0"
"trollhättans","1.0"
"ständig","1.0"
"nämndes","1.0"
"absorbera","1.0"
"lugnt","2.0"
"förstår","25.0"
"hänt","8.0"
"polismyndighet","1.0"
"förstås","7.0"
"integritetskränkningen","1.0"
"kriminella","1.0"
"friskolor","10.0"
"uthållig","1.0"
"driften","1.0"
"tjejer","1.0"
"häri","1.0"
"miljon","5.0"
"lärdom","2.0"
"debattera","1.0"
"skogen","1.0"
"vårdutbildningarna","1.0"
"utgång","1.0"
"förtjänar","6.0"
"finansmarknadsforskning","1.0"
"förskoleklassen","6.0"
"värdigt","1.0"
"lagföra","1.0"
"upplever","9.0"
"samlad","2.0"
"samlas","1.0"
"samlar","2.0"
"återerövra","1.0"
"intressant","25.0"
"tillkännagivandet","4.0"
"våren?","1.0"
"mellanledet","1.0"
"civilbefolkningen","4.0"
"kvot","1.0"
"vems","2.0"
"arnholm","1.0"
"säpo","1.0"
"ratificerat","2.0"
"agerade","2.0"
"lärarförsörjningen","1.0"
"förenkla","3.0"
"här:","3.0"
"förtydligandet","1.0"
"luckras","1.0"
"väljer","17.0"
"mejlen","1.0"
"utnämningsmakt","1.0"
"felaktigt","1.0"
"baltiska","1.0"
"vårens","1.0"
"värnpliktskategorin","1.0"
"fokuserat","3.0"
"intervjuer","2.0"
"frågetecken","3.0"
"felaktiga","3.0"
"naturlig","2.0"
"sittande","1.0"
"förra","26.0"
"carte","1.0"
"bombarderats","1.0"
"driftig","1.0"
"skoltiden","1.0"
"tatarintsev","1.0"
"nedläggningskandidat?","1.0"
"intjänad","1.0"
"befolkning","10.0"
"framgångsrika","1.0"
"förklara","5.0"
"viktigaste","15.0"
"ojämställda","1.0"
"trycks","1.0"
"artikeln","3.0"
"människans","1.0"
"trillar","1.0"
"östeuropa","1.0"
"oerhört","19.0"
"besvärande","1.0"
"först","14.0"
"omöjliggöra","1.0"
"drar","11.0"
"feldt","1.0"
"alliansbudgeten","1.0"
"och","1901.0"
"häva","2.0"
"exploateringsavtalen","1.0"
"företagsamma","1.0"
"barngrupper","3.0"
"frihetsaktivisterna","1.0"
"komplement","1.0"
"konfiskation","1.0"
"lönsamhetsskäl","1.0"
"lovordat","1.0"
"lovordar","1.0"
"livscykelperspektivet?","1.0"
"sätt","74.0"
"hantera","9.0"
"förty","1.0"
"pekats","1.0"
"trycka","3.0"
"förts","2.0"
"inlett","1.0"
"säte","5.0"
"affärsflyget","1.0"
"oerhörd","1.0"
"kombohus","1.0"
"boverket","7.0"
"uppenbart","12.0"
"intervjuas","1.0"
"ord:","1.0"
"förut","1.0"
"tangerar","1.0"
"partikamrater","1.0"
"slippa","4.0"
"uppenbara","2.0"
"icke-demokratiska","3.0"
"slump","1.0"
"fängsla","1.0"
"försiktig","1.0"
"veto","17.0"
"eu-kretsen?","1.0"
"finland","8.0"
"bolagsstyrelse","1.0"
"tillkännagivanden","11.0"
"fastlandskusten","1.0"
"förhoppning","2.0"
"civilminister","1.0"
"veta","14.0"
"dras","4.0"
"samspela","1.0"
"skydda","11.0"
"urvalet","1.0"
"arbetsmarknadens","1.0"
"sades","1.0"
"gäller","162.0"
"informationstekniken","1.0"
"flyktingläger","1.0"
"fördjupning","1.0"
"medarbetare","2.0"
"drev","5.0"
"ambassadören","5.0"
"flygplanen","1.0"
"komvux","1.0"
"kubanska","14.0"
"tankegången","1.0"
"kränks","1.0"
"återigen:","3.0"
"motsättningar","3.0"
"besparingar","1.0"
"meter","1.0"
"undervattensverksamhet","1.0"
"uppgått","1.0"
"motsatsförhållande","2.0"
"företrädarna","1.0"
"konsekvensbeskriva","1.0"
"termer","1.0"
"daniel","4.0"
"arbetsmarknaden?","1.0"
"kpistbeväpnad","1.0"
"vidtagit","2.0"
"omgivningar","1.0"
"venezuelas","1.0"
"nivån","4.0"
"beredning","1.0"
"skada","1.0"
"sådan","26.0"
"positionen","1.0"
"positioner","1.0"
"inlåsning","1.0"
"landa","5.0"
"skrev","5.0"
"tillbringade","1.0"
"yrkeskompetenskartläggningar","1.0"
"konstinstallation","1.0"
"antar","5.0"
"antas","1.0"
"utbildningsinsatser","2.0"
"proposition","5.0"
"antal","22.0"
"utvecklingskurva","1.0"
"dag?","1.0"
"kunde","24.0"
"gränser","1.0"
"tankegångar","1.0"
"vitögat","1.0"
"utbildning","16.0"
"örebro","1.0"
"gränsen","2.0"
"vartåt","1.0"
"bromma","73.0"
"tyder","2.0"
"förankringen","1.0"
"städerna","1.0"
"ungdomsarbetslösa?","1.0"
"våldet","8.0"
"marknaden","8.0"
"valfrihetsreformen","1.0"
"minst","45.0"
"mätta","1.0"
"sjöfartsnation","2.0"
"tillräckligt","16.0"
"dags","3.0"
"mätte","1.0"
"intrycket","6.0"
"kubansk","1.0"
"försvarsmaktsgruppen","1.0"
"beslutsunderlag","1.0"
"varningarna","1.0"
"detta:","4.0"
"detta;","2.0"
"hyllar","1.0"
"begreppet","2.0"
"detta?","8.0"
"fördömde","1.0"
"hyllat","1.0"
"tillräckliga","1.0"
"regelrätt","1.0"
"intjänade","1.0"
"diskuterats?","1.0"
"marknader","1.0"
"om:","3.0"
"om?","3.0"
"habitatdirektiv","1.0"
"användes","1.0"
"använder","7.0"
"ola","1.0"
"opinionsundersökningar","1.0"
"tanke","12.0"
"besinningslöst","1.0"
"övervarade","1.0"
"viktig","52.0"
"diskriminera","1.0"
"interpellanten","6.0"
"behövdes","1.0"
"mobiliseras","1.0"
"katastrof","1.0"
"satsa","9.0"
"flyghuvudstad","2.0"
"angelägenhet","2.0"
"annika","3.0"
"slöseri","2.0"
"rummet","1.0"
"minut","1.0"
"teknikcollege","1.0"
"minus","1.0"
"historiska","2.0"
"ålder","1.0"
"vikten","6.0"
"underrättelseverksamhet","1.0"
"satte","2.0"
"blev","26.0"
"validerad","1.0"
"användas","10.0"
"prisutvecklingen","1.0"
"historiskt","2.0"
"ohälsosamma","1.0"
"mahmud","3.0"
"<em>grova","1.0"
"prioritet","1.0"
"karlskoga","1.0"
"gränsar","1.0"
"noga","5.0"
"spänning","1.0"
"rofullt","1.0"
"knyta","1.0"
"behandlas","2.0"
"behandlat","1.0"
"yazidier","4.0"
"32 000","1.0"
"behandlar","1.0"
"uppåt","1.0"
"därigenom","4.0"
"lugnare","1.0"
"rödgrön","3.0"
"straffa","1.0"
"handläggningstiderna","3.0"
"aida","8.0"
"fullfölja","2.0"
"riksdagskarriär","1.0"
"ansvarsutkrävande","1.0"
"bestialiska","1.0"
"klarhet","2.0"
"tillåta","2.0"
"övergången","1.0"
"minskar","5.0"
"minskat","1.0"
"frigörs","1.0"
"parlamentariska","1.0"
"verkställas","1.0"
"minskad","3.0"
"dyrare?","1.0"
"världshistorien","1.0"
"utrikesministerns","5.0"
"skolstart?","1.0"
"region","2.0"
"fysiska","1.0"
"snabbaste","1.0"
"otroligt","5.0"
"utnämnda","1.0"
"nackdel","2.0"
"högt","7.0"
"drog","1.0"
"fördömer","3.0"
"folklig","1.0"
"konflikten","7.0"
"betyg","3.0"
"upphandlingsstöd","1.0"
"life","1.0"
"tycka","5.0"
"konflikter","2.0"
"rättigheter","23.0"
"studielån","1.0"
"avsatte","1.0"
"tango","1.0"
"föras","1.0"
"höga","19.0"
"högg","1.0"
"blir","131.0"
"funnits","15.0"
"jämställdhetsminister","3.0"
"formmöjlighet","2.0"
"ord","14.0"
"utrikesministern:","2.0"
"grundskolans","1.0"
"tvinga","2.0"
"verkställa","1.0"
"inverka","1.0"
"förbi","2.0"
"logiken","1.0"
"tillåts","2.0"
"investera","6.0"
"lärarbristen","1.0"
"verklighet","2.0"
"oro","7.0"
"förordning","4.0"
"inspirerad","1.0"
"ort","2.0"
"överträffar","1.0"
"politiker","21.0"
"damm","1.0"
"politiken","17.0"
"likheterna","1.0"
"siemens","1.0"
"erlander","1.0"
