"party","KD"
"arbetslinjen","2.0"
"jätteviktigt","2.0"
"snurrar","1.0"
"rycka","1.0"
"införde","3.0"
"akademier","1.0"
"förpackningar","1.0"
"ytterligare","27.0"
"lokaliserade","1.0"
"tuff","1.0"
"interna","1.0"
"riksteaterns","1.0"
"asylsökande.</em>","1.0"
"landsbygdsminister","1.0"
"utgör","1.0"
"kommunikationen","1.0"
"tveksam","2.0"
"kriminalvården","1.0"
"bedömer","4.0"
"definitioner","1.0"
"fortsättningen?","1.0"
"lutar","1.0"
"goda","4.0"
"människorna","3.0"
"pågick","1.0"
"österlen","1.0"
"samarbetsavtalet","2.0"
"skolplikt","1.0"
"perspektivet","1.0"
"medföra","1.0"
"hemländer","1.0"
"närvaro","1.0"
"bornholm","4.0"
"kristdemokraterna","9.0"
"skattebetalarna","2.0"
"sitt","33.0"
"gymnasieutbildning","2.0"
"normen","1.0"
"fängelse","1.0"
"måste","67.0"
"hållet","2.0"
"svaret","50.0"
"särskild","4.0"
"våldsamma","1.0"
"övervärdera","1.0"
"håller","7.0"
"normer","2.0"
"besvärligt","1.0"
"tjugo","1.0"
"fiskeredskap","1.0"
"hämmar","1.0"
"människa","2.0"
"handelsgödsel?","1.0"
"kunskaper","2.0"
"sade","6.0"
"370 000","1.0"
"särskilt","16.0"
"representationen","1.0"
"dräneras","1.0"
"behålla","4.0"
"förfogande","2.0"
"kompletterande","6.0"
"leda","4.0"
"ordagrant:","1.0"
"handlar","34.0"
"psykologiska","1.0"
"tokigt","1.0"
"ålderspresident","3.0"
"kom","9.0"
"baserad","1.0"
"sagt","13.0"
"kor","1.0"
"förinta","4.0"
"uppehållstillstånd","1.0"
"fartyg","2.0"
"oberoende","1.0"
"psykologiskt","1.0"
"svaren","1.0"
"backar","1.0"
"överförbara","1.0"
"handlat","3.0"
"tag","3.0"
"landsting","3.0"
"syrien","5.0"
"övade","1.0"
"tar","22.0"
"undervisningen","6.0"
"tas","3.0"
"naturen","2.0"
"belastar","1.0"
"europaväg","1.0"
"godtagbara","1.0"
"könsfördelningen","1.0"
"förband","4.0"
"fredsavtal","1.0"
"omvärlden","4.0"
"ärligt","1.0"
"föräldrar","1.0"
"konstruktivt","1.0"
"konvention","1.0"
"fångas","1.0"
"person","16.0"
"haft","17.0"
"kombinerar","2.0"
"förhandlingsperson","3.0"
"studentbostäder?","1.0"
"slutförd","1.0"
"utifrån","2.0"
"tuffaste","2.0"
"mygg","8.0"
"exempel","15.0"
"reflexion","1.0"
"miljoner?","1.0"
"klarläggande:","1.0"
"företagens","1.0"
"tung","2.0"
"markstridsförband","1.0"
"makt?","1.0"
"översätter","1.0"
"jordbruksstödet","1.0"
"härkomst","1.0"
"ifrågasätter","1.0"
"februari","1.0"
"studier","3.0"
"behandlats","1.0"
"skötas","1.0"
"palestina?","1.0"
"skägget","1.0"
"fler","22.0"
"förskoleklass","1.0"
"kommentar","1.0"
"biten","1.0"
"framför","22.0"
"motion","1.0"
"helikopter","4.0"
"allianskollega","1.0"
"palestina.","1.0"
"biter","1.0"
"svarar","1.0"
"hållit","1.0"
"svarat","1.0"
"ökade","4.0"
"skattehöjningar","3.0"
"försvarsutskottet","2.0"
"gällivare","3.0"
"lösas","1.0"
"exportföretagen","1.0"
"orolig","1.0"
"rykten","1.0"
"upprustningen","1.0"
"synen","1.0"
"pengar","13.0"
"departementet","3.0"
